,target,Categories,Nfreq,Vfreq,logfreq,NVratio,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nmorph,NPrel,Nonerel,NPOnlyrel,MorphStatus
7623,astound,['verb'],0,103,2.0170333393,0.00961538461538,False,False,False,True,False,1,0.911463,0.044268,0.581699,monomorphemic
7722,manipulate,['verb'],0,237,2.37657695706,0.00420168067227,False,False,False,True,False,0,0.75476,0.14897,0.596143,obscure
7810,confine,['verb'],0,431,2.63548374681,0.00231481481481,False,False,False,True,False,0,0.809722,0.0,0.365136,may_include_a_root
7886,append,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,1,0.605305,0.15776,0.344435,monomorphemic
7933,revile,['verb'],0,19,1.30102999566,0.05,False,False,False,True,False,0,0.693345,0.124596,0.380995,obscure
7947,engender,['verb'],0,61,1.7923916895,0.0161290322581,False,False,False,True,False,0,0.662678,0.3086,0.59895,obscure
7961,fetch,['verb'],0,381,2.58206336291,0.00261780104712,False,False,False,True,False,1,0.690274,0.144833,0.415204,monomorphemic
7968,antedate,['verb'],0,10,1.04139268516,0.0909090909091,False,False,False,True,False,1,0.895833,0.104167,0.687501,complex
8022,itemize,['verb'],0,26,1.43136376416,0.037037037037,False,False,False,True,False,1,0.700375,0.187266,0.599251,complex
8037,denigrate,['verb'],0,38,1.59106460703,0.025641025641,False,False,False,True,False,0,0.837522,0.162479,0.708543,obscure
8048,preclude,['verb'],0,82,1.91907809238,0.0120481927711,False,False,False,True,False,0,0.504155,0.092839,0.367035,obscure
8131,acquire,['verb'],0,1035,3.01535975541,0.000965250965251,False,False,False,True,False,0,0.769217,0.162087,0.44015,may_include_a_root
8141,impale,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,True,False,1,0.638114,0.138114,0.413778,complex
8196,incapacitate,['verb'],0,32,1.51851393988,0.030303030303,False,False,False,True,False,1,0.811284,0.126459,0.624514,complex
8217,prolong,['verb'],0,95,1.98227123304,0.0104166666667,False,False,False,True,False,1,0.813333,0.0,0.437411,complex
8231,pave,['verb'],0,41,1.6232492904,0.0238095238095,False,False,False,True,False,1,0.894366,0.043496,0.404661,monomorphemic
8254,reiterate,['verb'],0,47,1.68124123738,0.0208333333333,False,False,False,True,False,1,0.50602,0.063846,0.372034,complex
8359,swaddle,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,1,0.774327,0.093168,0.430642,monomorphemic
8364,eulogize,['verb'],0,10,1.04139268516,0.0909090909091,False,False,False,True,False,1,0.882344,0.117646,0.534308,complex
8409,localize,['verb'],0,49,1.69897000434,0.02,False,False,False,True,False,1,0.783132,0.156626,0.554217,complex
8555,proscribe,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,0,0.835548,0.11111,0.568884,may_include_a_root
8561,detain,['verb'],0,91,1.96378782735,0.0108695652174,False,False,False,True,False,0,0.791132,0.063702,0.398097,may_include_a_root
8586,resist,['verb'],0,739,2.86923171973,0.00135135135135,False,False,False,True,False,0,0.787894,0.212087,0.758018,may_include_a_root
8614,dispense,['verb'],0,166,2.22271647115,0.0059880239521,False,False,False,True,False,0,0.640452,0.159913,0.398622,obscure
8617,adumbrate,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,0,0.542857,0.114286,0.371429,obscure
8730,attract,['verb'],0,968,2.98632377705,0.00103199174407,False,False,False,True,False,0,0.736249,0.076087,0.54094,may_include_a_root
8771,suggest,['verb'],0,4108,3.61373614126,0.000243368216111,False,False,False,True,False,1,0.28692,0.152722,0.15532,monomorphemic
8777,deform,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,True,False,1,0.746431,0.160712,0.492852,complex
8895,punctuate,['verb'],0,69,1.84509804001,0.0142857142857,False,False,False,True,False,0,0.77144,0.097374,0.416531,obscure
8896,embellish,['verb'],0,28,1.4623979979,0.0344827586207,False,False,False,True,False,0,0.832393,0.125,0.440778,may_include_a_root
8898,incur,['verb'],0,112,2.05307844348,0.00884955752212,False,False,False,True,False,0,0.855829,0.0,0.524534,may_include_a_root
8921,doff,['verb'],0,17,1.2552725051,0.0555555555556,False,False,False,True,False,1,0.742907,0.192822,0.646078,monomorphemic
8933,quicken,['verb'],0,72,1.86332286012,0.013698630137,False,False,False,True,False,1,0.567192,0.258939,0.485204,complex
9002,preordain,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,0.618575,0.372074,0.516254,complex
9057,inactivate,['verb'],0,1,0.301029995664,0.5,False,False,False,True,False,1,0.864864,0.135135,0.702702,complex
9144,propitiate,['verb'],0,9,1.0,0.1,False,False,False,True,False,0,0.791667,0.145833,0.729167,obscure
9145,enlighten,['verb'],0,48,1.69019608003,0.0204081632653,False,False,False,True,False,2,0.847067,0.108754,0.626751,complex
9179,envision,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.599279,0.220195,0.368477,complex
9210,enliven,['verb'],0,48,1.69019608003,0.0204081632653,False,False,False,True,False,0,0.92328,0.0,0.666666,obscure
9220,abet,['verb'],0,33,1.53147891704,0.0294117647059,False,False,False,True,False,1,0.551702,0.103444,0.400284,monomorphemic
9258,encumber,['verb'],0,18,1.27875360095,0.0526315789474,False,False,False,True,False,1,0.585586,0.103604,0.130631,complex
9291,whet,['verb'],0,21,1.34242268082,0.0454545454545,False,False,False,True,False,1,1.0,0.0,0.498882,monomorphemic
9293,implant,['verb'],0,61,1.7923916895,0.0161290322581,False,False,False,True,False,1,0.725949,0.110487,0.474752,complex
9309,tie-dye,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,,,,complex
9462,enshroud,['verb'],0,2,0.47712125472,0.333333333333,False,False,False,True,False,1,0.730965,0.13198,0.39594,complex
9549,ordain,['verb'],0,80,1.90848501888,0.0123456790123,False,False,False,True,False,1,0.581773,0.0,0.299571,monomorphemic
9593,excommunicate,['verb'],0,11,1.07918124605,0.0833333333333,False,False,False,True,False,0,0.714286,0.221088,0.54762,obscure
9618,indoctrinate,['verb'],0,18,1.27875360095,0.0526315789474,False,False,False,True,False,1,0.833333,0.166667,0.458334,complex
9632,bewitch,['verb'],0,96,1.98677173427,0.0103092783505,False,False,False,True,False,1,0.811862,0.101158,0.602079,complex
9635,reinforce,['verb'],0,380,2.58092497568,0.00262467191601,False,False,False,True,False,1,0.811737,0.047066,0.500113,complex
9678,allege,['verb'],0,311,2.49415459402,0.00320512820513,False,False,False,True,False,0,0.259779,0.107384,0.232804,may_include_a_root
9681,annul,['verb'],0,12,1.11394335231,0.0769230769231,False,False,False,True,False,1,0.825818,0.076205,0.492801,complex
9712,deign,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.0,0.131005,0.0,monomorphemic
9759,foreshadow,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.899159,0.0,0.592437,complex
9781,blow-dry,['verb'],0,1,0.301029995664,0.5,False,False,False,True,False,1,0.593023,0.325581,0.44186,complex
9796,exasperate,['verb'],0,79,1.90308998699,0.0125,False,False,False,True,False,0,0.730376,0.0,0.430034,obscure
9869,justify,['verb'],0,509,2.7075701761,0.00196078431373,False,False,False,True,False,1,0.99996,0.0,0.900234,complex
9918,moot,['verb'],0,18,1.27875360095,0.0526315789474,False,False,False,True,False,1,0.374149,0.483673,0.248299,monomorphemic
9925,unmask,['verb'],0,24,1.39794000867,0.04,False,False,False,True,False,1,0.882775,0.117224,0.622011,complex
9971,incise,['verb'],0,11,1.07918124605,0.0833333333333,False,False,False,True,False,1,0.703784,0.144102,0.386618,monomorphemic
9980,tranquillize,['verb'],0,13,1.14612803568,0.0714285714286,False,False,False,True,False,1,0.750001,0.228814,0.61017,complex
9993,deserve,['verb'],0,475,2.67760695272,0.00210084033613,False,False,False,True,False,0,0.540422,0.25032,0.484413,obscure
9998,oxygenate,['verb'],0,11,1.07918124605,0.0833333333333,False,False,False,True,False,1,0.33871,0.432258,0.267742,complex
10047,gainsay,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,0,0.895834,0.104167,0.854167,obscure
10086,entwine,['verb'],0,32,1.51851393988,0.030303030303,False,False,False,True,False,2,0.490775,0.195572,0.173432,complex
10100,ventilate,['verb'],0,26,1.43136376416,0.037037037037,False,False,False,True,False,0,0.602137,0.30726,0.48477,obscure
10115,dehorn,['verb'],0,1,0.301029995664,0.5,False,False,False,True,False,1,0.5,0.416667,0.333334,complex
10142,flay,['verb'],0,26,1.43136376416,0.037037037037,False,False,False,True,False,1,0.746032,0.190476,0.439154,monomorphemic
10180,irrigate,['verb'],0,38,1.59106460703,0.025641025641,False,False,False,True,False,0,0.751131,0.185521,0.59276,obscure
10215,flaunt,['verb'],0,50,1.7075701761,0.0196078431373,False,False,False,True,False,1,0.681661,0.223382,0.495047,monomorphemic
10294,misreport,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,,,,complex
10347,exert,['verb'],0,229,2.36172783602,0.00434782608696,False,False,False,True,False,0,0.99999,0.0,0.839123,may_include_a_root
10362,humanize,['verb'],0,42,1.63346845558,0.0232558139535,False,False,False,True,False,1,0.885093,0.114907,0.770187,complex
10370,gild,['verb'],0,80,1.90848501888,0.0123456790123,False,False,False,True,False,1,0.826585,0.151094,0.48419,monomorphemic
10374,palpate,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,0,0.724806,0.178295,0.624031,obscure
10384,liberate,['verb'],0,195,2.29225607136,0.00510204081633,False,False,False,True,False,0,0.796224,0.034143,0.447255,obscure
10406,invoke,['verb'],0,144,2.16136800223,0.00689655172414,False,False,False,True,False,0,0.745658,0.048119,0.565603,may_include_a_root
10428,visualize,['verb'],0,118,2.07554696139,0.00840336134454,False,False,False,True,False,1,0.474328,0.112192,0.301094,complex
10462,sheathe,['verb'],0,17,1.2552725051,0.0555555555556,False,False,False,True,False,1,0.571792,0.191434,0.272047,zero_derivation
10538,impede,['verb'],0,80,1.90848501888,0.0123456790123,False,False,False,True,False,0,1.0,0.0,0.594934,may_include_a_root
10556,foreshorten,['verb'],0,12,1.11394335231,0.0769230769231,False,False,False,True,False,0,0.545455,0.454546,0.386364,obscure
10566,predetermine,['verb'],0,29,1.47712125472,0.0333333333333,False,False,False,True,False,1,0.931335,0.0,0.705853,complex
10581,confront,['verb'],0,464,2.66745295289,0.00215053763441,False,False,False,True,False,1,0.901144,0.0,0.764949,monomorphemic
10731,dispel,['verb'],0,91,1.96378782735,0.0108695652174,False,False,False,True,False,0,0.938683,0.0,0.662752,obscure
10742,uphold,['verb'],0,111,2.04921802267,0.00892857142857,False,False,False,True,False,1,0.825054,0.080744,0.600863,complex
10747,include,['verb'],0,2274,3.35698140099,0.00043956043956,False,False,False,True,False,0,0.782739,0.112097,0.606407,may_include_a_root
10757,foretell,['verb'],0,44,1.65321251378,0.0222222222222,False,False,False,True,False,1,0.821412,0.142854,0.702367,complex
10766,extenuate,['verb'],0,4,0.698970004336,0.2,False,False,False,True,False,0,0.833333,0.0,0.833333,obscure
10787,outsmart,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.843308,0.051852,0.646843,complex
10801,explore,['verb'],0,487,2.688419822,0.00204918032787,False,False,False,True,False,0,0.663085,0.23193,0.432379,may_include_a_root
10815,requite,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,0,0.714286,0.285714,0.5,obscure
10941,edit,['verb'],0,160,2.20682587603,0.00621118012422,False,False,False,True,False,1,0.668061,0.195216,0.469607,monomorphemic
10968,disclose,['verb'],0,140,2.14921911266,0.00709219858156,False,False,False,True,False,1,0.422891,0.182762,0.346776,complex
11043,revalue,['verb'],0,15,1.20411998266,0.0625,False,False,False,True,False,1,1.0,0.0,0.828859,complex
11098,inhabit,['verb'],0,206,2.31597034546,0.0048309178744,False,False,False,True,False,0,0.480875,0.214168,0.330705,may_include_a_root
11123,ascertain,['verb'],0,72,1.86332286012,0.013698630137,False,False,False,True,False,1,0.323356,0.086778,0.323356,complex
11200,spoonfeed,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,1.0,0.0,1.0,complex
11230,ensconce,['verb'],0,25,1.41497334797,0.0384615384615,False,False,False,True,False,1,0.458733,0.097889,0.099808,complex
11324,exceed,['verb'],0,267,2.42813479403,0.00373134328358,False,False,False,True,False,0,0.844177,0.077911,0.688355,may_include_a_root
11350,reveal,['verb'],0,1412,3.15014216185,0.00070771408351,False,False,False,True,False,0,0.499724,0.079565,0.241167,may_include_a_root
11398,nourish,['verb'],0,131,2.12057393121,0.00757575757576,False,False,False,True,False,1,0.651399,0.238239,0.48446,monomorphemic
11404,assail,['verb'],0,50,1.7075701761,0.0196078431373,False,False,False,True,False,1,0.999999,0.0,0.838345,monomorphemic
11408,distract,['verb'],0,170,2.23299611039,0.00584795321637,False,False,False,True,False,0,0.841213,0.043655,0.545337,obscure
11418,bewail,['verb'],0,8,0.954242509439,0.111111111111,False,False,False,True,False,1,0.741258,0.048951,0.599401,complex
11489,unfurl,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.68305,0.147458,0.452542,complex
11503,orientate,['verb'],0,45,1.66275783168,0.0217391304348,False,False,False,True,False,0,0.711026,0.216731,0.524714,obscure
11522,decry,['verb'],0,31,1.50514997832,0.03125,False,False,False,True,False,0,0.88095,0.046585,0.644541,obscure
11528,avert,['verb'],0,137,2.1398790864,0.00724637681159,False,False,False,True,False,1,0.57759,0.046935,0.458271,monomorphemic
11546,personify,['verb'],0,37,1.57978359662,0.0263157894737,False,False,False,True,False,1,0.749209,0.161223,0.566912,complex
11568,overshadow,['verb'],0,52,1.7242758696,0.0188679245283,False,False,False,True,False,1,0.680554,0.171058,0.451432,complex
11598,reprove,['verb'],0,28,1.4623979979,0.0344827586207,False,False,False,True,False,1,0.789337,0.139489,0.519553,complex
11654,glorify,['verb'],0,48,1.69019608003,0.0204081632653,False,False,False,True,False,1,0.882141,0.046119,0.651547,complex
11658,enrich,['verb'],0,132,2.12385164097,0.00751879699248,False,False,False,True,False,1,0.690458,0.198754,0.492005,complex
11661,commemorate,['verb'],0,57,1.76342799356,0.0172413793103,False,False,False,True,False,0,1.0,0.0,0.797959,obscure
11669,repaint,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,True,False,1,0.614497,0.303923,0.371595,complex
11692,waive,['verb'],0,26,1.43136376416,0.037037037037,False,False,False,True,False,1,0.79466,0.109515,0.516819,monomorphemic
11730,misplace,['verb'],0,44,1.65321251378,0.0222222222222,False,False,False,True,False,1,1.0,0.0,0.945812,complex
11755,emaciate,['verb'],0,25,1.41497334797,0.0384615384615,False,False,False,True,False,0,0.478673,0.417062,0.402844,obscure
11799,upend,['verb'],0,12,1.11394335231,0.0769230769231,False,False,False,True,False,1,,,,complex
11859,best,['verb'],0,3,0.602059991328,0.25,False,False,False,True,False,1,0.624006,0.216756,0.624006,zero_derivation
11866,flagellate,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.83871,0.16129,0.483871,complex
11902,factorize,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,0.725,0.275,0.616667,complex
11911,penalize,['verb'],0,55,1.74818802701,0.0178571428571,False,False,False,True,False,1,0.911952,0.088048,0.42086,complex
11937,iodize,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,,,,complex
11953,transfuse,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.898304,0.0,0.508474,complex
11961,decant,['verb'],0,16,1.23044892138,0.0588235294118,False,False,False,True,False,0,0.661538,0.338462,0.507692,obscure
11985,unhook,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.68592,0.205776,0.566786,complex
12040,outgeneral,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,,,,complex
12078,rebut,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.99999,1e-05,0.845203,complex
12192,vex,['verb'],0,32,1.51851393988,0.030303030303,False,False,False,True,False,1,0.773446,0.132026,0.556652,monomorphemic
12219,prevent,['verb'],0,1676,3.22453306261,0.000596302921884,False,False,False,True,False,0,,,,obscure
12234,educate,['verb'],0,324,2.51188336098,0.00307692307692,False,False,False,True,False,0,0.801763,0.097165,0.449562,obscure
12305,tolerate,['verb'],0,265,2.42488163663,0.00375939849624,False,False,False,True,False,0,0.682894,0.09706,0.530369,obscure
12320,dispossess,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,1,0.5,0.39423,0.355769,complex
12342,rehabilitate,['verb'],0,34,1.54406804435,0.0285714285714,False,False,False,True,False,1,0.852133,0.147867,0.714271,complex
12403,revere,['verb'],0,67,1.83250891271,0.0147058823529,False,False,False,True,False,0,0.639271,0.090682,0.46292,may_include_a_root
12407,edify,['verb'],0,12,1.11394335231,0.0769230769231,False,False,False,True,False,0,0.360465,0.558139,0.267442,obscure
12431,envelop,['verb'],0,83,1.92427928606,0.0119047619048,False,False,False,True,False,0,0.865132,0.043634,0.530316,obscure
12475,unbuckle,['verb'],0,12,1.11394335231,0.0769230769231,False,False,False,True,False,1,0.7437,0.169498,0.487216,complex
12513,unlearn,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,1,0.644068,0.355932,0.576271,complex
12551,enclose,['verb'],0,285,2.45636603313,0.0034965034965,False,False,False,True,False,0,0.790172,0.081128,0.529332,obscure
12585,espy,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,0,0.602959,0.135457,0.420206,obscure
12613,undermine,['verb'],0,284,2.45484486001,0.00350877192982,False,False,False,True,False,1,0.712127,0.198164,0.574316,complex
12663,perpetuate,['verb'],0,101,2.00860017176,0.00980392156863,False,False,False,True,False,0,0.739688,0.111563,0.534507,obscure
12698,retrace,['verb'],0,33,1.53147891704,0.0294117647059,False,False,False,True,False,1,0.761113,0.149998,0.611115,complex
12756,authenticate,['verb'],0,16,1.23044892138,0.0588235294118,False,False,False,True,False,1,0.645588,0.243419,0.495065,complex
12765,situate,['verb'],0,11,1.07918124605,0.0833333333333,False,False,False,True,False,0,0.755855,0.066026,0.416258,obscure
12790,impregnate,['verb'],0,36,1.56820172407,0.027027027027,False,False,False,True,False,1,0.719101,0.093633,0.374532,complex
12826,mislay,['verb'],0,34,1.54406804435,0.0285714285714,False,False,False,True,False,1,0.682927,0.317073,0.613821,complex
12867,annex,['verb'],0,31,1.50514997832,0.03125,False,False,False,True,False,1,0.777816,0.086522,0.452743,monomorphemic
12986,raze,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,1,0.879052,0.063636,0.651981,monomorphemic
13004,implore,['verb'],0,60,1.78532983501,0.016393442623,False,False,False,True,False,0,0.519291,0.078559,0.330716,may_include_a_root
13026,apportion,['verb'],0,13,1.14612803568,0.0714285714286,False,False,False,True,False,0,0.775002,0.124998,0.543744,obscure
13078,misapprehend,['verb'],0,1,0.301029995664,0.5,False,False,False,True,False,1,0.999981,0.0,0.437492,complex
13113,consign,['verb'],0,45,1.66275783168,0.0217391304348,False,False,False,True,False,0,0.85939,0.0,0.26457,may_include_a_root
13168,imagine,['verb'],0,2221,3.3467440546,0.0004500450045,False,False,False,True,False,1,0.398384,0.145841,0.238302,monomorphemic
13171,lambast,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,0,1.0,0.0,0.509372,obscure
13202,slay,['verb'],0,79,1.90308998699,0.0125,False,False,False,True,False,1,0.779049,0.174296,0.710387,monomorphemic
13325,overwhelm,['verb'],0,164,2.21748394421,0.00606060606061,False,False,False,True,False,0,0.854872,0.043416,0.571127,obscure
13459,comprise,['verb'],0,200,2.30319605742,0.00497512437811,False,False,False,True,False,0,0.838461,0.080768,0.600047,may_include_a_root
13493,outstay,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,1.0,0.0,1.0,complex
13631,overstay,['verb'],0,9,1.0,0.1,False,False,False,True,False,1,0.871622,0.128378,0.810811,complex
13634,overtop,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,0.540107,0.342246,0.454546,complex
13733,atomize,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.74359,0.153846,0.564103,complex
13741,sensitize,['verb'],0,15,1.20411998266,0.0625,False,False,False,True,False,1,0.794738,0.0,0.368421,complex
13760,confiscate,['verb'],0,55,1.74818802701,0.0178571428571,False,False,False,True,False,0,0.907951,0.0,0.564999,obscure
13796,deforest,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,0.99999,1e-05,0.838702,complex
13800,equalize,['verb'],0,45,1.66275783168,0.0217391304348,False,False,False,True,False,1,0.890476,0.109524,0.6,complex
13802,await,['verb'],0,396,2.59879050676,0.00251889168766,False,False,False,True,False,0,0.433266,0.13335,0.315793,obscure
13829,interlink,['verb'],0,9,1.0,0.1,False,False,False,True,False,1,0.797745,0.123604,0.46067,complex
13840,annotate,['verb'],0,15,1.20411998266,0.0625,False,False,False,True,False,1,0.794667,0.096552,0.491712,complex
13895,attest,['verb'],0,32,1.51851393988,0.030303030303,False,False,False,True,False,0,2e-05,0.424914,2e-05,obscure
13986,unscramble,['verb'],0,8,0.954242509439,0.111111111111,False,False,False,True,False,1,0.788618,0.182927,0.650406,complex
13994,dissociate,['verb'],0,31,1.50514997832,0.03125,False,False,False,True,False,0,0.674857,0.185592,0.312028,obscure
13995,understate,['verb'],0,19,1.30102999566,0.05,False,False,False,True,False,1,0.823151,0.176849,0.823151,complex
13998,illumine,['verb'],0,9,1.0,0.1,False,False,False,True,False,1,0.823529,0.117647,0.588235,monomorphemic
14020,dishearten,['verb'],0,25,1.41497334797,0.0384615384615,False,False,False,True,False,2,0.473856,0.352941,0.323529,complex
14046,cense,['verb'],0,2,0.47712125472,0.333333333333,False,False,False,True,False,1,,,,complex
14068,drub,['verb'],0,2,0.47712125472,0.333333333333,False,False,False,True,False,1,0.701149,0.172414,0.413793,monomorphemic
14083,typify,['verb'],0,47,1.68124123738,0.0208333333333,False,False,False,True,False,1,0.886033,0.0,0.661452,complex
14093,mismanage,['verb'],0,9,1.0,0.1,False,False,False,True,False,1,0.889394,0.110606,0.79697,complex
14109,afforest,['verb'],0,9,1.0,0.1,False,False,False,True,False,1,0.99999,1e-05,0.687493,complex
14114,maul,['verb'],0,53,1.73239375982,0.0185185185185,False,False,False,True,False,1,0.3808,0.447016,0.221862,monomorphemic
14169,enmesh,['verb'],0,35,1.55630250077,0.0277777777778,False,False,False,True,False,1,0.480862,0.0,0.124402,complex
14186,magnify,['verb'],0,127,2.10720996965,0.0078125,False,False,False,True,False,0,0.684856,0.171214,0.511561,obscure
14227,avoid,['verb'],0,2057,3.31344537043,0.000485908649174,False,False,False,True,False,0,0.58,0.14,0.442588,may_include_a_root
14230,demarcate,['verb'],0,9,1.0,0.1,False,False,False,True,False,1,0.758067,0.112902,0.483876,complex
14243,ingest,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,True,False,0,0.804454,0.172139,0.604519,may_include_a_root
14244,idolize,['verb'],0,21,1.34242268082,0.0454545454545,False,False,False,True,False,1,0.651422,0.107313,0.491855,complex
14292,enthrone,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.655462,0.172269,0.365546,complex
14297,recognize,['verb'],0,2467,3.39234515536,0.000405186385737,False,False,False,True,False,0,0.544005,0.033512,0.404068,obscure
14301,denote,['verb'],0,58,1.77085201164,0.0169491525424,False,False,False,True,False,1,0.498305,0.0,0.498305,complex
14307,flummox,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,0.683908,0.241379,0.488506,monomorphemic
14322,pacify,['verb'],0,33,1.53147891704,0.0294117647059,False,False,False,True,False,1,0.911019,0.044491,0.715313,complex
14363,distort,['verb'],0,261,2.41830129132,0.00381679389313,False,False,False,True,False,0,0.99999,1e-05,0.769183,obscure
14438,outplay,['verb'],0,4,0.698970004336,0.2,False,False,False,True,False,1,1.0,0.0,0.63125,complex
14490,underexpose,['verb'],0,2,0.47712125472,0.333333333333,False,False,False,True,False,1,0.384616,0.538461,0.153846,complex
14504,greet,['verb'],0,559,2.74818802701,0.00178571428571,False,False,False,True,False,1,0.88409,0.045356,0.570259,monomorphemic
14578,mutilate,['verb'],0,68,1.83884909074,0.0144927536232,False,False,False,True,False,0,0.850216,0.149785,0.608044,obscure
14711,misdirect,['verb'],0,19,1.30102999566,0.05,False,False,False,True,False,1,0.837104,0.162896,0.742081,complex
14717,misname,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,True,False,1,0.714289,0.285712,0.652167,complex
14759,abbreviate,['verb'],0,35,1.55630250077,0.0277777777778,False,False,False,True,False,0,0.632224,0.258114,0.453409,obscure
14768,defray,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,0,1.0,0.0,0.940887,may_include_a_root
14841,hallow,['verb'],0,34,1.54406804435,0.0285714285714,False,False,False,True,False,1,0.893049,0.0,0.705883,monomorphemic
14924,cherish,['verb'],0,157,2.19865708695,0.00632911392405,False,False,False,True,False,0,0.600297,0.151228,0.46039,may_include_a_root
14954,reset,['verb'],0,10,1.04139268516,0.0909090909091,False,False,False,True,False,1,0.856031,0.143969,0.643968,complex
14991,outmanoeuvre,['verb'],0,10,1.04139268516,0.0909090909091,False,False,False,True,False,1,0.81383,0.132979,0.515958,complex
15122,bury,['verb'],0,898,2.95375969173,0.00111234705228,False,False,False,True,False,1,0.79992,0.03689,0.471685,monomorphemic
15218,acknowledge,['verb'],0,611,2.78675142215,0.0016339869281,False,False,False,True,False,1,0.377251,0.206143,0.377221,complex
15352,stash,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.709796,0.109472,0.337886,monomorphemic
15477,rebuild,['verb'],0,256,2.40993312333,0.00389105058366,False,False,False,True,False,1,0.746645,0.158116,0.477228,complex
15504,compartmentalize,['verb'],0,13,1.14612803568,0.0714285714286,False,False,False,True,False,1,0.686868,0.313131,0.595959,complex
15506,restage,['verb'],0,6,0.845098040014,0.142857142857,False,False,False,True,False,1,,,,complex
15513,revitalize,['verb'],0,43,1.64345267649,0.0227272727273,False,False,False,True,False,1,1.0,0.0,0.891584,complex
15562,excel,['verb'],0,55,1.74818802701,0.0178571428571,False,False,False,True,False,0,0.548472,0.238065,0.391758,may_include_a_root
15640,pressurize,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.620352,0.141408,0.398602,complex
15651,internalize,['verb'],0,25,1.41497334797,0.0384615384615,False,False,False,True,False,1,0.784946,0.155914,0.704301,complex
15660,renovate,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,True,False,0,0.81173,0.18827,0.663929,obscure
15671,co-opt,['verb'],0,23,1.38021124171,0.0416666666667,False,False,False,True,False,1,0.876191,0.123809,0.685714,complex
15709,popularize,['verb'],0,35,1.55630250077,0.0277777777778,False,False,False,True,False,1,0.874415,1e-05,0.611744,complex
15710,expect,['verb'],0,5095,3.70722941933,0.000196232339089,False,False,False,True,False,0,0.285244,0.177197,0.226096,may_include_a_root
15716,describe,['verb'],0,2950,3.4699692095,0.000338868180278,False,False,False,True,False,0,0.50954,0.090293,0.278814,obscure
15746,overreach,['verb'],0,1,0.301029995664,0.5,False,False,False,True,False,1,0.262365,0.595699,0.262365,complex
15756,forswear,['verb'],0,9,1.0,0.1,False,False,False,True,False,0,0.99997,0.0,0.740485,obscure
15832,disorganize,['verb'],0,37,1.57978359662,0.0263157894737,False,False,False,True,False,1,0.466667,0.462963,0.466667,complex
15909,exclude,['verb'],0,415,2.61909333063,0.00240384615385,False,False,False,True,False,0,0.825817,0.076205,0.52726,may_include_a_root
15965,astonish,['verb'],0,238,2.37839790095,0.00418410041841,False,False,False,True,False,0,0.791288,0.089605,0.517238,may_include_a_root
