,target,Categories,Nfreq,Vfreq,logfreq,NVratio,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nmorph,NPrel,Nonerel,NPOnlyrel,MorphStatus
38333,palpitate,['verb'],0,21,1.34242268082,0.0454545454545,False,False,False,False,True,0,0.301676,0.407821,0.26257,obscure
38648,vacillate,['verb'],0,11,1.07918124605,0.0833333333333,False,False,False,False,True,0,0.028368,0.514185,0.0,obscure
38695,skedaddle,['verb'],0,1,0.301029995664,0.5,False,False,False,False,True,0,0.090908,0.545453,0.0,may_include_a_root
38756,renege,['verb'],0,8,0.954242509439,0.111111111111,False,False,False,False,True,1,0.0,0.142447,0.0,monomorphemic
38796,resound,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,False,True,1,0.233343,0.232276,0.200174,complex
39213,hobnob,['verb'],0,1,0.301029995664,0.5,False,False,False,False,True,1,0.0,0.150862,0.0,monomorphemic
39262,abstain,['verb'],0,65,1.81954393554,0.0151515151515,False,False,False,False,True,0,0.100885,0.36878,0.100885,may_include_a_root
39354,stonewall,['verb'],0,14,1.17609125906,0.0666666666667,False,False,False,False,True,1,0.433989,0.457866,0.320225,complex
39400,skulk,['verb'],0,27,1.44715803134,0.0357142857143,False,False,False,False,True,1,0.101941,0.417476,0.101941,monomorphemic
39406,maffick,['verb'],0,1,0.301029995664,0.5,False,False,False,False,True,1,0.0,1.0,0.0,monomorphemic
39637,perspire,['verb'],0,39,1.60205999133,0.025,False,False,False,False,True,0,0.363764,0.50703,0.278639,may_include_a_root
39846,cavort,['verb'],0,25,1.41497334797,0.0384615384615,False,False,False,False,True,1,0.0,0.217391,0.0,monomorphemic
40002,intercede,['verb'],0,20,1.32221929473,0.047619047619,False,False,False,False,True,0,0.0,0.393103,0.0,obscure
40003,glower,['verb'],0,60,1.78532983501,0.016393442623,False,False,False,False,True,0,0.082677,0.38189,0.082677,may_include_a_root
40242,rollick,['verb'],0,1,0.301029995664,0.5,False,False,False,False,True,1,,,,monomorphemic
40347,salivate,['verb'],0,7,0.903089986992,0.125,False,False,False,False,True,1,0.0,0.514469,0.0,complex
40368,pulsate,['verb'],0,36,1.56820172407,0.027027027027,False,False,False,False,True,0,0.02381,0.365079,0.0,obscure
40524,desist,['verb'],0,24,1.39794000867,0.04,False,False,False,False,True,0,0.577111,0.210201,0.429352,obscure
40664,recur,['verb'],0,119,2.07918124605,0.00833333333333,False,False,False,False,True,0,0.201899,0.489624,0.201899,obscure
40983,decamp,['verb'],0,10,1.04139268516,0.0909090909091,False,False,False,False,True,1,0.0,0.314721,0.0,complex
41031,extemporize,['verb'],0,2,0.47712125472,0.333333333333,False,False,False,False,True,1,0.200008,0.499995,1e-05,complex
41113,arrive,['verb'],0,3073,3.48770386316,0.000325309043591,False,False,False,False,True,1,0.156339,0.368349,0.156339,monomorphemic
41170,gibber,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,False,True,0,0.17647,0.617651,0.147058,may_include_a_root
41333,remonstrate,['verb'],0,25,1.41497334797,0.0384615384615,False,False,False,False,True,0,0.022124,0.50885,0.0,obscure
41544,strive,['verb'],0,237,2.37657695706,0.00420168067227,False,False,False,False,True,1,0.218454,0.134552,0.136534,monomorphemic
41750,malinger,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,False,True,0,0.0,0.836364,0.0,may_include_a_root
41890,sermonize,['verb'],0,9,1.0,0.1,False,False,False,False,True,1,0.121211,0.530304,0.075757,complex
42029,bumble,['verb'],0,36,1.56820172407,0.027027027027,False,False,False,False,True,1,0.429038,0.415838,0.366333,monomorphemic
42093,fluctuate,['verb'],0,82,1.91907809238,0.0120481927711,False,False,False,False,True,0,0.236526,0.317702,0.159101,obscure
42134,elapse,['verb'],0,51,1.71600334363,0.0192307692308,False,False,False,False,True,1,0.44979,0.326263,0.342659,complex
42627,correspond,['verb'],0,188,2.27646180417,0.00529100529101,False,False,False,False,True,1,0.181032,0.285453,0.135774,complex
42852,accrue,['verb'],0,72,1.86332286012,0.013698630137,False,False,False,False,True,1,0.583159,0.223766,0.251485,monomorphemic
42920,fester,['verb'],0,37,1.57978359662,0.0263157894737,False,False,False,False,True,0,0.301484,0.353498,0.258253,may_include_a_root
43057,window-shop,['verb'],0,4,0.698970004336,0.2,False,False,False,False,True,1,,,,complex
43101,expire,['verb'],0,77,1.89209460269,0.0128205128205,False,False,False,False,True,0,0.050261,0.566061,0.050261,may_include_a_root
43373,wiretap,['verb'],0,7,0.903089986992,0.125,False,False,False,False,True,1,,,,complex
43716,welsh,['verb'],0,227,2.357934847,0.00438596491228,False,False,False,False,True,1,0.166667,0.309524,0.142857,monomorphemic
44001,sleepwalk,['verb'],0,4,0.698970004336,0.2,False,False,False,False,True,1,0.0,0.74716,0.0,complex
44229,haggle,['verb'],0,35,1.55630250077,0.0277777777778,False,False,False,False,True,1,0.105038,0.419632,0.078778,monomorphemic
44357,emote,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,False,True,0,,,,may_include_a_root
44527,backbite,['verb'],0,2,0.47712125472,0.333333333333,False,False,False,False,True,1,0.032797,0.868844,0.032797,complex
44845,retaliate,['verb'],0,92,1.96848294855,0.010752688172,False,False,False,False,True,0,0.215144,0.32516,0.107572,obscure
44908,hearken,['verb'],0,4,0.698970004336,0.2,False,False,False,False,True,1,0.0,0.222222,0.0,complex
44946,interact,['verb'],0,81,1.91381385238,0.0121951219512,False,False,False,False,True,1,0.109251,0.40263,0.078991,complex
45006,react,['verb'],0,510,2.70842090013,0.00195694716243,False,False,False,False,True,1,0.186935,0.398032,0.161367,complex
45015,pre-exist,['verb'],0,18,1.27875360095,0.0526315789474,False,False,False,False,True,1,1.0,0.0,0.965116,complex
45248,cohabit,['verb'],0,7,0.903089986992,0.125,False,False,False,False,True,1,0.321528,0.382639,0.268056,complex
45487,cooperate,['verb'],0,202,2.30749603791,0.00492610837438,False,False,False,False,True,1,0.106046,0.405783,0.077787,complex
45515,condescend,['verb'],0,56,1.75587485567,0.0175438596491,False,False,False,False,True,0,0.0,0.361582,0.0,obscure
45637,pullulate,['verb'],0,5,0.778151250384,0.166666666667,False,False,False,False,True,0,1e-05,0.454541,1e-05,obscure
45663,drool,['verb'],0,34,1.54406804435,0.0285714285714,False,False,False,False,True,1,0.303457,0.272138,0.201944,monomorphemic
45680,elope,['verb'],0,17,1.2552725051,0.0555555555556,False,False,False,False,True,0,0.106172,0.43202,0.079629,obscure
45759,reminisce,['verb'],0,30,1.49136169383,0.0322580645161,False,False,False,False,True,0,0.0,0.350927,0.0,obscure
45970,hitchhike,['verb'],0,15,1.20411998266,0.0625,False,False,False,False,True,1,0.102881,0.382716,0.102881,complex
46083,recede,['verb'],0,152,2.18469143082,0.00653594771242,False,False,False,False,True,0,0.152972,0.406584,0.152972,obscure
