word,category,type,rel_type,freq,Nfreq,Vfreq,lemmalogfreq,logNfreq,logVfreq,NVratio,Vcatfreq,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nplural,Nsing,Ncollect,Nuncollect,Nmorph,Categories,MorphStatus,NPrel,SCrel,Nonerel,NPOnlyrel,entropy,bareformlength,Sform,edform,bareform,Sformlength,edformlength
excite,v,count,rel,207,0,207,2.318063335,0,2.318063335,0.004807692,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.804955,0,0.084488,0.535304,1.961627894,6,excites,excited,excite,7,8
repel,v,count,rel,79,0,79,1.903089987,0,1.903089987,0.0125,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,1,0,0,0.735134,0.834162171,5,repels,repelled,repel,6,7
secrete,v,count,rel,57,0,57,1.763427994,0,1.763427994,0.017241379,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.655081,0,0.104278,0.254011,1.865459361,7,secretes,secreted,secrete,8,9
admire,v,count,rel,783,0,783,2.894316063,0,2.894316063,0.00127551,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.648831,0,0.274467,0.570267,1.546520265,6,admires,admired,admire,7,8
fondle,v,count,rel,68,0,68,1.838849091,0,1.838849091,0.014492754,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.652913,0,0.213372,0.503916,1.971716809,6,fondles,fondled,fondle,7,8
observe,v,count,rel,1235,0,1235,3.092018471,0,3.092018471,0.000809061,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.481009,0.099493,0.371079,0.480999,1.58204139,7,observes,observed,observe,8,9
evade,v,count,rel,135,0,135,2.133538908,0,2.133538908,0.007352941,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.580002,0.046666,0.046667,0.487957,2.389418037,5,evades,evaded,evade,6,7
restrain,v,count,rel,232,0,232,2.367355921,0,2.367355921,0.004291845,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.883335,0,0,0.549881,1.481052133,8,restrains,restrained,restrain,9,10
appease,v,count,rel,70,0,70,1.851258349,0,1.851258349,0.014084507,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,1,0,0,0.877998,0.535088304,7,appeases,appeased,appease,8,9
amaze,v,count,rel,300,0,300,2.478566496,0,2.478566496,0.003322259,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.911399,0,0.0443,0.534207,1.777845541,5,amazes,amazed,amaze,6,7
discuss,v,count,rel,2306,0,2306,3.363047595,0,3.363047595,0.000433463,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.465283,0.041175,0.13725,0.357281,2.439682086,7,discusses,discussed,discuss,8,9
edit,v,count,rel,160,0,160,2.206825876,0,2.206825876,0.00621118,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.668061,0,0.195216,0.469607,1.995461441,4,edits,edited,edit,5,6
pamper,v,count,rel,40,0,40,1.612783857,0,1.612783857,0.024390244,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.657678,0.06,0.104124,0.495469,2.208847266,6,pampers,pampered,pamper,7,8
ignore,v,count,rel,1264,0,1264,3.102090526,0,3.102090526,0.000790514,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,1,0,0,1,0,6,ignores,ignored,ignore,7,8
arrange,v,count,rel,1587,0,1587,3.200850498,0,3.200850498,0.000629723,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.572913,3.00E-05,0.106067,0.362579,2.440029381,7,arranges,arranged,arrange,8,9
resist,v,count,rel,739,0,739,2.86923172,0,2.86923172,0.001351351,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.787894,0,0.212087,0.758018,0.929123264,6,resists,resisted,resist,7,8
describe,v,count,rel,2950,0,2950,3.46996921,0,3.46996921,0.000338868,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.50954,0.137056,0.090293,0.278814,2.647699457,8,describes,described,describe,9,10
seize,v,count,rel,579,0,579,2.763427994,0,2.763427994,0.001724138,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.881639,0,2.00E-05,0.508191,1.391634866,5,seizes,seized,seize,6,7
drench,v,count,rel,76,0,76,1.886490725,0,1.886490725,0.012987013,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.806047,0,0.075051,0.442252,1.696936687,6,drenches,drenched,drench,7,8
adopt,v,count,rel,1048,0,1048,3.020775488,0,3.020775488,0.000953289,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.902056,0,1.00E-05,0.670933,1.203164141,5,adopts,adopted,adopt,6,7
condemn,v,count,rel,518,0,518,2.715167358,0,2.715167358,0.001926782,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.862317,0,0.044255,0.547699,1.62072203,7,condemns,condemned,condemn,8,9
abolish,v,count,rel,301,0,301,2.480006943,0,2.480006943,0.003311258,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.825285,0.043678,0.076438,0.524041,1.772885939,7,abolishes,abolished,abolish,8,9
electrocute,v,count,rel,14,0,14,1.176091259,0,1.176091259,0.066666667,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.782366,0,0.118201,0.529073,1.683002238,11,electrocutes,electrocuted,electrocute,12,13
suspend,v,count,rel,319,0,319,2.505149978,0,2.505149978,0.003125,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.633293,0,0.129628,0.351666,2.286023577,7,suspends,suspended,suspend,8,9
solve,v,count,rel,938,0,938,2.972665592,0,2.972665592,0.001064963,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.889852,0,0.110148,0.839761,0.778479832,5,solves,solved,solve,6,7
erase,v,count,rel,79,0,79,1.903089987,0,1.903089987,0.0125,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.784457,0,0.122142,0.536579,1.818682427,5,erases,erased,erase,6,7
impale,v,count,rel,30,0,30,1.491361694,0,1.491361694,0.032258065,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.638114,0,0.138114,0.413778,1.888286442,6,impales,impaled,impale,7,8
administer,v,count,rel,210,0,210,2.324282455,0,2.324282455,0.004739336,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.724944,0,0.145129,0.459415,1.936478702,10,administers,administered,administer,11,12
arouse,v,count,rel,427,0,427,2.631443769,0,2.631443769,0.002336449,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.91164,0,0.04418,0.653321,1.509002837,6,arouses,aroused,arouse,7,8
apprehend,v,count,rel,51,0,51,1.716003344,0,1.716003344,0.019230769,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.854993,2.00E-05,0.144987,0.663099,1.25428624,9,apprehends,apprehended,apprehend,10,11
achieve,v,count,rel,2121,0,2121,3.32674538,0,3.32674538,0.000471254,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.764404,0,0.15126,0.498285,1.961832198,7,achieves,achieved,achieve,8,9
demolish,v,count,rel,133,0,133,2.127104798,0,2.127104798,0.007462687,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.870146,0,0.085674,0.647578,1.581154664,8,demolishes,demolished,demolish,9,10
invent,v,count,rel,594,0,594,2.774516966,0,2.774516966,0.001680672,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.790397,0,0.127251,0.55186,1.722764181,6,invents,invented,invent,7,8
startle,v,count,rel,532,0,532,2.726727209,0,2.726727209,0.001876173,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.809899,0,0.092652,0.565603,1.917146964,7,startles,startled,startle,8,9
delete,v,count,rel,37,0,37,1.579783597,0,1.579783597,0.026315789,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.779603,0.043624,0.12224,0.449815,1.895831826,6,deletes,deleted,delete,7,8
bury,v,count,rel,898,0,898,2.953759692,0,2.953759692,0.001112347,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.79992,0,0.03689,0.471685,1.735704831,4,buries,buryed,bury,5,6
evict,v,count,rel,47,0,47,1.681241237,0,1.681241237,0.020833333,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.825285,0.043678,0.076438,0.453676,1.810919387,5,evicts,evicted,evict,6,7
lynch,v,count,rel,31,0,31,1.505149978,0,1.505149978,0.03125,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.753218,0,0.197425,0.633047,1.461244783,5,lynches,lynched,lynch,6,7
greet,v,count,rel,559,0,559,2.748188027,0,2.748188027,0.001785714,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.88409,0,0.045356,0.570259,1.459075791,5,greets,greted,greet,6,7
crave,v,count,rel,90,0,90,1.959041392,0,1.959041392,0.010989011,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.513948,0,0.118217,0.513948,1.755662355,5,craves,craved,crave,6,7
grab,nv,count,rel,632,32,600,2.80140371,1.51851394,2.778874472,0.054908486,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.920927,0,0,0.570585,1.281465918,4,grabs,grabbed,grab,5,6
hoist,nv,count,rel,89,14,75,1.954242509,1.176091259,1.880813592,0.197368421,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.814718,0,0.087065,0.408216,2.171191902,5,hoists,hoisted,hoist,6,7
hoard,nv,count,rel,67,23,44,1.832508913,1.380211242,1.653212514,0.533333333,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.715617,0,0.193448,0.452406,1.797574697,5,hoards,hoarded,hoard,6,7
varnish,nv,count,rel,56,30,26,1.755874856,1.491361694,1.431363764,1.148148148,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.629452,0.021003,0.266512,0.395333,2.245982721,7,varnishes,varnished,varnish,8,9
pawn,nv,count,rel,87,60,27,1.944482672,1.785329835,1.447158031,2.178571429,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.569449,0.059027,0.194443,0.503467,1.899842023,4,pawns,pawned,pawn,5,6
veto,nv,count,rel,67,26,41,1.832508913,1.431363764,1.62324929,0.642857143,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,1,0,0,0.793478,0.734781859,4,vetos,vetoed,veto,5,6
cloister,nv,count,rel,74,54,20,1.875061263,1.740362689,1.322219295,2.619047619,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,"['noun', 'verb']",may_include_a_root,0.654532,0,0.182434,0.409352,1.899145718,8,cloisters,cloistered,cloister,9,10
blockade,nv,count,rel,63,49,14,1.806179974,1.698970004,1.176091259,3.333333333,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"['noun', 'verb']",complex,1,0,0,0.701658,0.87925472,8,blockades,blockaded,blockade,9,10
harpoon,nv,count,rel,68,65,3,1.838849091,1.819543936,0.602059991,16.5,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.310219,0.091241,0.485402,0.273723,1.96559269,7,harpoons,harpooned,harpoon,8,9
taunt,nv,count,rel,54,17,37,1.740362689,1.255272505,1.579783597,0.473684211,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.739078,0,0.164453,0.530093,1.989218709,5,taunts,taunted,taunt,6,7
regret,nv,count,rel,508,215,293,2.706717782,2.334453751,2.46834733,0.734693878,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.287338,0.201961,0.081364,0.252941,2.937213774,6,regrets,regretted,regret,7,8
lack,nv,count,rel,2100,1447,653,3.322426052,3.160768562,2.815577748,2.214067278,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.837999,0,0.081,0.675999,1.394681446,4,lacks,lacked,lack,5,6
neglect,nv,count,rel,604,152,452,2.781755375,2.184691431,2.656098202,0.337748344,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.53873,0,0.052277,0.510857,1.793100526,7,neglects,neglected,neglect,8,9
thatch,nv,count,rel,120,33,87,2.08278537,1.531478917,1.944482672,0.386363636,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.633334,0,0.233333,0.566667,1.802277744,6,thatches,thatched,thatch,7,8
torture,nv,count,rel,413,217,196,2.617000341,2.338456494,2.294466226,1.106598985,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"['noun', 'verb']",may_include_a_root,0.768596,0,0.127529,0.554322,1.953474687,7,tortures,tortured,torture,8,9
alarm,nv,count,rel,669,388,281,2.826074803,2.589949601,2.450249108,1.379432624,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.861213,0,0.043774,0.564153,1.819692588,5,alarms,alarmed,alarm,6,7
arrest,nv,count,rel,886,285,601,2.94792362,2.456366033,2.779596491,0.475083056,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.837683,0,0.072586,0.482692,1.624419415,6,arrests,arrested,arrest,7,8
wreck,nv,count,rel,329,146,183,2.51851394,2.167317335,2.264817823,0.798913043,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.936363,0,0.063636,0.684858,1.127739363,5,wrecks,wrecked,wreck,6,7
taste,nv,count,rel,1429,1027,402,3.155336037,3.011993115,2.605305046,2.550868486,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.385804,0,0.450325,0.385804,1.476178685,5,tastes,tasted,taste,6,7
comfort,nv,count,rel,1048,670,378,3.020775488,2.82672252,2.57863921,1.770448549,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.846034,0,0.109786,0.65204,1.585558273,7,comforts,comforted,comfort,8,9
assault,nv,count,rel,508,351,157,2.706717782,2.546542663,2.198657087,2.227848101,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.836753,0,0.092692,0.520613,1.60343863,7,assaults,assaulted,assault,8,9
ban,nv,count,rel,556,194,362,2.745855195,2.290034611,2.559906625,0.537190083,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,1,0,0,0.554311,1.313035911,3,bans,banned,ban,4,5
grasp,nv,count,rel,602,151,451,2.780317312,2.181843588,2.655138435,0.336283186,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.686157,0.062197,0.175383,0.686147,1.345864646,5,grasps,grasped,grasp,6,7
exile,nv,count,rel,279,218,61,2.447158031,2.340444115,1.79239169,3.532258065,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.763079,0.038296,0.027373,0.39644,2.168242418,5,exiles,exiled,exile,6,7
poison,nv,count,rel,556,254,302,2.745855195,2.40654018,2.481442629,0.841584158,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.844444,0,0.077778,0.616245,1.489982609,6,poisons,poisoned,poison,7,8
relish,nv,count,rel,222,101,121,2.348304863,2.008600172,2.086359831,0.836065574,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,"['noun', 'verb']",obscure,0.741206,0.06295,0.048961,0.596958,1.84473224,6,relishes,relished,relish,7,8
desire,nv,count,rel,1631,1201,430,3.212720154,3.079904468,2.63447727,2.788863109,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.380865,1.00E-05,0.515474,0.380855,1.362658224,6,desires,desired,desire,7,8
tattoo,nv,count,rel,120,54,66,2.08278537,1.740362689,1.826074803,0.820895522,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.725736,0,0.155546,0.40208,1.837813763,6,tattoos,tattooed,tattoo,7,8
ridicule,nv,count,rel,121,61,60,2.086359831,1.79239169,1.785329835,1.016393443,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"['noun', 'verb']",obscure,0.765004,0,0.123366,0.485332,1.852555804,8,ridicules,ridiculed,ridicule,9,10
ambush,nv,count,rel,112,64,48,2.053078443,1.812913357,1.69019608,1.326530612,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.966531,0,1.00E-05,0.545242,1.166668468,6,ambushes,ambushed,ambush,7,8
guard,nv,count,rel,1264,935,329,3.102090526,2.971275849,2.51851394,2.836363636,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,"['noun', 'verb']",monomorphemic,0.794589,0,0.031818,0.515399,1.74657741,5,guards,guarded,guard,6,7
herd,nv,count,rel,362,282,80,2.559906625,2.451786436,1.908485019,3.49382716,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.650047,0,0.188386,0.375275,2.055016155,4,herds,herded,herd,5,6
grease,nv,count,rel,213,106,107,2.330413773,2.029383778,2.033423755,0.990740741,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.817207,0,0.1524,0.601072,1.675128122,6,greases,greased,grease,7,8
whip,nv,count,rel,488,254,234,2.689308859,2.40654018,2.371067862,1.085106383,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.727679,0,0.194543,0.568927,1.757999935,4,whips,whipped,whip,5,6
rescue,nv,count,rel,540,219,321,2.733197265,2.342422681,2.507855872,0.683229814,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.910777,0.027955,0,0.587765,1.368355355,6,rescues,rescued,rescue,7,8
harm,nv,count,rel,727,546,181,2.862131379,2.737987326,2.260071388,3.005494505,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.910943,0,0.044528,0.747665,1.297223373,4,harms,harmed,harm,5,6
manufacture,nv,count,rel,728,232,496,2.862727528,2.367355921,2.696356389,0.468812877,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.741997,0,0.129154,0.472939,1.892134563,11,manufactures,manufactured,manufacture,12,13
brand,nv,count,rel,283,231,52,2.45331834,2.365487985,1.72427587,4.377358491,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.867547,0,0,0.393485,1.772800664,5,brands,branded,brand,6,7
patrol,nv,count,rel,326,248,78,2.514547753,2.396199347,1.897627091,3.151898734,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.557367,0,0.254961,0.436707,1.845791695,6,patrols,patrolled,patrol,7,8
treasure,nv,count,rel,337,260,77,2.5289167,2.416640507,1.892094603,3.346153846,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"['noun', 'verb']",may_include_a_root,0.589003,0.102395,0.131803,0.484631,2.26496379,8,treasures,treasured,treasure,9,10
stump,nv,count,rel,185,136,49,2.269512944,2.136720567,1.698970004,2.74,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.395976,0,0.189044,0.300899,2.064668366,5,stumps,stumped,stump,6,7
shred,nv,count,rel,143,80,63,2.158362492,1.908485019,1.806179974,1.265625,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.774817,0,0.113,0.546969,1.819211454,5,shreds,shredded,shred,6,7
worship,nv,count,rel,478,216,262,2.680335513,2.336459734,2.419955748,0.825095057,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"['noun', 'verb']",obscure,0.558826,0.060112,0.197597,0.441148,2.304578732,7,worships,worshipped,worship,8,9
swab,nv,count,rel,26,16,10,1.431363764,1.230448921,1.041392685,1.545454545,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.395935,0,0.360412,0.223348,2.361466803,4,swabs,swabbed,swab,5,6
harvest,nv,count,rel,431,258,173,2.635483747,2.413299764,2.240549248,1.488505747,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.751681,0.043566,0.11831,0.43077,1.986595199,7,harvests,harvested,harvest,8,9
bandage,nv,count,rel,177,111,66,2.250420002,2.049218023,1.826074803,1.671641791,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2,"['noun', 'verb']",complex,0.697361,0,0.25878,0.574556,1.59374492,7,bandages,bandaged,bandage,8,9
murder,nv,count,rel,1367,922,445,3.136086097,2.965201701,2.649334859,2.069506726,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.858022,0,0.141978,0.747776,1.064120706,6,murders,murdered,murder,7,8
witness,nv,count,rel,856,545,311,2.932980822,2.737192643,2.494154594,1.75,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,"['noun', 'verb']",may_include_a_root,0.65702,0,0.124467,0.507706,2.075231473,7,witnesses,witnessed,witness,8,9
rape,nv,count,rel,461,274,187,2.664641976,2.439332694,2.274157849,1.462765957,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.555573,0,0.309811,0.383444,1.880409133,4,rapes,raped,rape,5,6
mash,nv,count,rel,113,30,83,2.056904851,1.491361694,1.924279286,0.369047619,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.727616,0,0.173059,0.531861,1.852562483,4,mashes,mashed,mash,5,6
muse,nv,count,no_rel,92,33,59,1.968482949,1.531478917,1.77815125,0.566666667,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.207702,0.053826,0.42908,0.207702,1.79720589,4,muses,mused,muse,5,6
cackle,nv,count,no_rel,41,12,29,1.62324929,1.113943352,1.477121255,0.433333333,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.320417,0.104073,0.407863,0.266963,2.033898065,6,cackles,cackled,cackle,7,8
glow,nv,count,no_rel,537,239,298,2.730782276,2.380211242,2.475671188,0.802675585,0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.157868,0,0.33327,0.114789,1.813871633,4,glows,glowed,glow,5,6
bubble,nv,count,no_rel,275,154,121,2.440909082,2.190331698,2.086359831,1.270491803,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.256935,0.026628,0.433976,0.232986,1.795707491,6,bubbles,bubbled,bubble,7,8
romp,nv,count,no_rel,40,19,21,1.612783857,1.301029996,1.342422681,0.909090909,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.202126,0,0.277148,0.160649,1.883731802,4,romps,romped,romp,5,6
