word,category,type,rel_type,freq,Nfreq,Vfreq,lemmalogfreq,logNfreq,logVfreq,NVratio,Vcatfreq,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nplural,Nsing,Ncollect,Nuncollect,Nmorph,Categories,MorphStatus,NPrel,SCrel,Nonerel,NPOnlyrel,entropy,bareformlength,Sform,edform,bareform,Sformlength,edformlength
dung,n,mass,no_rel,111,111,0,2.049218023,2.049218023,0,112,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,dungs,dunged,dung,5,6
lint,n,mass,no_rel,11,11,0,1.079181246,1.079181246,0,12,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,lints,linted,lint,5,6
parsley,n,mass,no_rel,118,118,0,2.075546961,2.075546961,0,119,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,7,parsleys,parsleyed,parsley,8,9
luck,n,mass,no_rel,814,814,0,2.911157609,2.911157609,0,815,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,lucks,lucked,luck,5,6
lightning,n,mass,no_rel,253,253,0,2.404833717,2.404833717,0,254,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],zero_derivation,,,,,,9,lightnings,lightninged,lightning,10,11
gold,n,mass,no_rel,1575,1575,0,3.197556213,3.197556213,0,1576,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,golds,golded,gold,5,6
celery,n,mass,no_rel,48,48,0,1.69019608,1.69019608,0,49,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['noun'],may_include_a_root,,,,,,6,celeries,celeryed,celery,7,8
fun,n,mass,no_rel,823,823,0,2.915927212,2.915927212,0,824,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,3,funs,funed,fun,4,5
soup,n,mass,no_rel,362,362,0,2.559906625,2.559906625,0,363,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,soups,souped,soup,5,6
bacon,n,mass,no_rel,288,288,0,2.460897843,2.460897843,0,289,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,bacons,baconed,bacon,6,7
milk,n,mass,no_rel,1966,1792,174,3.29380436,3.25358029,2.243038049,10.24571429,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.69079,0,0.182876,0.465771,2.096109655,4,milks,milked,milk,5,6
violence,n,mass,no_rel,1178,1178,0,3.071513805,3.071513805,0,1179,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],complex,,,,,,8,violences,violenced,violence,9,10
scum,n,mass,no_rel,52,52,0,1.72427587,1.72427587,0,53,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,['noun'],monomorphemic,,,,,,4,scums,scumed,scum,5,6
music,n,mass,no_rel,2391,2391,0,3.378761175,3.378761175,0,2392,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,musics,musiced,music,6,7
wood,n,mass,no_rel,1743,1743,0,3.241546481,3.241546481,0,1744,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,"['noun', 'adjective']",monomorphemic,,,,,,4,woods,wooded,wood,5,6
champagne,n,mass,no_rel,285,285,0,2.456366033,2.456366033,0,286,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,9,champagnes,champagned,champagne,10,11
glass,n,mass,no_rel,2595,2595,0,3.414304688,3.414304688,0,2596,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,glasses,glassed,glass,6,7
dirt,n,mass,no_rel,356,356,0,2.552668216,2.552668216,0,357,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,dirts,dirted,dirt,5,6
caviar,n,mass,no_rel,50,50,0,1.707570176,1.707570176,0,51,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,6,caviars,caviared,caviar,7,8
napalm,n,mass,no_rel,44,44,0,1.653212514,1.653212514,0,45,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,6,napalms,napalmed,napalm,7,8
nectar,n,mass,no_rel,37,37,0,1.579783597,1.579783597,0,38,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,6,nectars,nectared,nectar,7,8
bile,n,mass,no_rel,33,33,0,1.531478917,1.531478917,0,34,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,biles,biled,bile,5,6
rice,n,mass,no_rel,488,488,0,2.689308859,2.689308859,0,489,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,rices,riced,rice,5,6
wax,n,mass,no_rel,215,134,81,2.334453751,2.130333769,1.913813852,1.646341463,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.589873,0,0.154337,0.485172,1.936662492,3,waxes,waxed,wax,4,5
peace,n,mass,no_rel,1596,1596,0,3.203304916,3.203304916,0,1597,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,peaces,peaced,peace,6,7
dough,n,mass,no_rel,184,184,0,2.267171728,2.267171728,0,185,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,doughs,doughed,dough,6,7
guilt,n,mass,no_rel,653,653,0,2.815577748,2.815577748,0,654,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,guilts,guilted,guilt,6,7
money,n,mass,no_rel,7226,7226,0,3.858958055,3.858958055,0,7227,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,moneys,moneyed,money,6,7
sewage,n,mass,no_rel,132,132,0,2.123851641,2.123851641,0,133,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],complex,,,,,,6,sewages,sewaged,sewage,7,8
slime,n,mass,no_rel,35,35,0,1.556302501,1.556302501,0,36,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,slimes,slimed,slime,6,7
wheat,n,mass,no_rel,527,527,0,2.722633923,2.722633923,0,528,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,wheats,wheated,wheat,6,7
gum,n,mass,no_rel,182,154,28,2.26245109,2.190331698,1.462397998,5.344827586,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'noun', 'verb']",monomorphemic,0.18828,0,0.694437,0.14507,1.436556283,3,gums,gumed,gum,4,5
aluminium,n,mass,no_rel,120,120,0,2.08278537,2.08278537,0,121,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['noun'],obscure,,,,,,9,aluminiums,aluminiumed,aluminium,10,11
iron,n,mass,no_rel,1356,1272,84,3.132579848,3.104828404,1.929418926,14.97647059,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.604804,0,0.211716,0.324412,2.448305774,4,irons,ironed,iron,5,6
polyester,n,mass,no_rel,23,23,0,1.380211242,1.380211242,0,24,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],complex,,,,,,9,polyesters,polyestered,polyester,10,11
flour,n,mass,no_rel,500,462,38,2.699837726,2.665580991,1.591064607,11.87179487,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.71466,0,0.230849,0.595061,1.529038826,5,flours,floured,flour,6,7
cocaine,n,mass,no_rel,22,22,0,1.361727836,1.361727836,0,23,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],complex,,,,,,7,cocaines,cocained,cocaine,8,9
ash,n,mass,no_rel,775,775,0,2.889861721,2.889861721,0,776,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,3,ashes,ashed,ash,4,5
yeast,n,mass,no_rel,192,192,0,2.285557309,2.285557309,0,193,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,yeasts,yeasted,yeast,6,7
porcelain,n,mass,no_rel,108,108,0,2.037426498,2.037426498,0,109,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,9,porcelains,porcelained,porcelain,10,11
meat,n,mass,no_rel,1339,1339,0,3.127104798,3.127104798,0,1340,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,4,meats,meated,meat,5,6
brick,n,mass,no_rel,764,764,0,2.883661435,2.883661435,0,765,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['noun'],monomorphemic,,,,,,5,bricks,bricked,brick,6,7
gravy,n,mass,no_rel,69,69,0,1.84509804,1.84509804,0,70,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['noun'],may_include_a_root,,,,,,5,gravies,gravyed,gravy,6,7
gasoline,n,mass,no_rel,70,70,0,1.851258349,1.851258349,0,71,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['noun'],obscure,,,,,,8,gasolines,gasolined,gasoline,9,10
expire,v,count,no_rel,77,0,77,1.892094603,0,1.892094603,0.012820513,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.050261,0,0.566061,0.050261,1.426745806,6,expires,expired,expire,7,8
subside,v,count,no_rel,142,0,142,2.155336037,0,2.155336037,0.006993007,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.413,0,0.410756,0.330915,1.898190092,7,subsides,subsided,subside,8,9
recede,v,count,no_rel,152,0,152,2.184691431,0,2.184691431,0.006535948,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.152972,0,0.406584,0.152972,1.707105571,6,recedes,receded,recede,7,8
die,v,count,no_rel,4279,0,4279,3.631443769,0,3.631443769,0.000233645,1,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",monomorphemic,0.050009,0,0.569219,0.050009,1.423066245,3,dies,died,die,4,5
vanish,v,count,no_rel,729,0,729,2.86332286,0,2.86332286,0.001369863,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.050605,0,0.490442,0.050605,1.467402911,6,vanishes,vanished,vanish,7,8
flinch,v,count,no_rel,94,0,94,1.977723605,0,1.977723605,0.010526316,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,1.00E-05,0,0.481521,1.00E-05,0.999356585,6,flinches,flinched,flinch,7,8
erupt,v,count,no_rel,106,0,106,2.029383778,0,2.029383778,0.009345794,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.110424,0,0.376535,0.055212,1.907682278,5,erupts,erupted,erupt,6,7
coalesce,v,count,no_rel,32,0,32,1.51851394,0,1.51851394,0.03030303,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.023876,0,0.412883,1.00E-05,1.687885466,8,coalesces,coalesced,coalesce,9,10
appear,v,count,no_rel,5226,0,5226,3.7182525,0,3.7182525,0.000191314,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0,0.077777,0.204464,0,2.795889371,6,appears,appeared,appear,7,8
relent,v,count,no_rel,26,0,26,1.431363764,0,1.431363764,0.037037037,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.064516,0,0.752688,0.064516,1.134670279,6,relents,relented,relent,7,8
elapse,v,count,no_rel,51,0,51,1.716003344,0,1.716003344,0.019230769,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.44979,0,0.326263,0.342659,1.885352565,6,elapses,elapsed,elapse,7,8
occur,v,count,no_rel,2232,0,2232,3.348888723,0,3.348888723,0.000447828,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0,0.088769,0.334447,0,1.998815565,5,occurs,occured,occur,6,7
arrive,v,count,no_rel,3073,0,3073,3.487703863,0,3.487703863,0.000325309,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.156339,0,0.368349,0.156339,1.670100028,6,arrives,arrived,arrive,7,8
fizzle,v,count,no_rel,11,0,11,1.079181246,0,1.079181246,0.083333333,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.204281,0.027238,0.476156,0.204281,1.638083846,6,fizzles,fizzled,fizzle,7,8
desist,v,count,no_rel,24,0,24,1.397940009,0,1.397940009,0.04,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.577111,0,0.210201,0.429352,2.077448702,6,desists,desisted,desist,7,8
depart,v,count,no_rel,350,0,350,2.545307116,0,2.545307116,0.002849003,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.247353,0,0.357489,0.212374,1.964755952,6,departs,departed,depart,7,8
arise,v,count,no_rel,1088,0,1088,3.03702788,0,3.03702788,0.000918274,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0.10844,0,0.414176,0.05422,1.881019941,5,arises,arised,arise,6,7
waver,v,count,no_rel,110,0,110,2.045322979,0,2.045322979,0.009009009,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],complex,0,0,0.680791,0,1.091340988,5,wavers,wavered,waver,6,7
cringe,v,count,no_rel,47,0,47,1.681241237,0,1.681241237,0.020833333,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0,0,0.531153,0,1.352972154,6,cringes,cringed,cringe,7,8
hover,v,count,no_rel,214,0,214,2.33243846,0,2.33243846,0.004651163,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.243423,0,0.313588,0.206161,1.826756585,5,hovers,hovered,hover,6,7
skulk,v,count,no_rel,27,0,27,1.447158031,0,1.447158031,0.035714286,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.101941,0,0.417476,0.101941,1.3699759,5,skulks,skulked,skulk,6,7
hibernate,v,count,no_rel,17,0,17,1.25527251,0,1.25527251,0.055555556,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0,0,0.574767,0,1.3699759,9,hibernates,hibernated,hibernate,10,11
fester,v,count,no_rel,37,0,37,1.579783597,0,1.579783597,0.026315789,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.301484,0,0.353498,0.258253,1.896531855,6,festers,festered,fester,7,8
hike,v,count,no_rel,97,33,64,1.991226076,1.531478917,1.812913357,0.523076923,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,"['noun', 'verb']",zero_derivation,0.305971,0,0.458343,0.227578,1.887308222,4,hikes,hiked,hike,5,6
meander,v,count,no_rel,28,0,28,1.462397998,0,1.462397998,0.034482759,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.193004,0,0.238507,0.152151,1.840422941,7,meanders,meandered,meander,8,9
soar,v,count,no_rel,180,0,180,2.257678575,0,2.257678575,0.005524862,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.268398,0,0.32636,0.161683,1.924573939,4,soars,soared,soar,5,6
writhe,v,count,no_rel,130,0,130,2.117271296,0,2.117271296,0.007633588,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0,0,0.388384,0,1.441995099,6,writhes,writhed,writhe,7,8
perspire,v,count,no_rel,39,0,39,1.602059991,0,1.602059991,0.025,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.363764,0,0.50703,0.278639,1.694503069,8,perspires,perspired,perspire,9,10
dally,v,count,no_rel,29,0,29,1.477121255,0,1.477121255,0.033333333,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0,0,0.415489,0,1.171416672,5,dallies,dallied,dally,6,7
gloat,v,count,no_rel,28,0,28,1.462397998,0,1.462397998,0.034482759,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.218396,0.031159,0.382912,0.191717,1.813298209,5,gloats,gloated,gloat,6,7
languish,v,count,no_rel,36,0,36,1.568201724,0,1.568201724,0.027027027,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.146031,0,0.38585,0.116825,1.763949775,8,languishes,languished,languish,9,10
teethe,v,count,no_rel,56,0,56,1.755874856,0,1.755874856,0.01754386,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],zero_derivation,0.34375,0,0.53125,0.25,1.867445131,6,teethes,teethed,teethe,7,8
sizzle,v,count,no_rel,42,0,42,1.633468456,0,1.633468456,0.023255814,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.282561,0.02677,0.391395,0.249716,1.85208446,6,sizzles,sizzled,sizzle,7,8
loiter,v,count,no_rel,50,0,50,1.707570176,0,1.707570176,0.019607843,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.110048,0,0.350916,0.110048,2.322042441,6,loiters,loitered,loiter,7,8
glisten,v,count,no_rel,157,0,157,2.198657087,0,2.198657087,0.006329114,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.155243,0,0.335432,0.116432,1.567501812,7,glistens,glistened,glisten,8,9
dwindle,v,count,no_rel,163,0,163,2.214843848,0,2.214843848,0.006097561,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.384998,0,0.356588,0.298283,1.973304521,7,dwindles,dwindled,dwindle,8,9
stagnate,v,count,no_rel,29,0,29,1.477121255,0,1.477121255,0.033333333,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0,0,0.633621,0,1.119681774,8,stagnates,stagnated,stagnate,9,10
cower,v,count,no_rel,42,0,42,1.633468456,0,1.633468456,0.023255814,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.040541,0,0.295045,0,1.406975967,5,cowers,cowered,cower,6,7
drool,v,count,no_rel,34,0,34,1.544068044,0,1.544068044,0.028571429,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.303457,0,0.272138,0.201944,1.836835241,5,drools,drooled,drool,6,7
dawdle,v,count,no_rel,42,0,42,1.633468456,0,1.633468456,0.023255814,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.157636,0,0.380747,0.102188,1.98259129,6,dawdles,dawdled,dawdle,7,8
exist,v,count,no_rel,2361,0,2361,3.373279893,0,3.373279893,0.00042337,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.147059,0,0.57273,0.117647,1.487683353,5,exists,existed,exist,6,7
kneel,v,count,no_rel,406,0,406,2.609594409,0,2.609594409,0.002457002,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.184941,0,0.370642,0.138706,1.65104126,5,kneels,kneeled,kneel,6,7
thrive,v,count,no_rel,213,0,213,2.330413773,0,2.330413773,0.004672897,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.147939,0,0.434838,0.118351,1.563258361,6,thrives,thrived,thrive,7,8
prosper,v,count,no_rel,106,0,106,2.029383778,0,2.029383778,0.009345794,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.148345,0,0.500846,0.118676,1.545265953,7,prospers,prospered,prosper,8,9
toddle,v,count,no_rel,23,0,23,1.380211242,0,1.380211242,0.041666667,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.031915,0,0.56383,0,1.314010067,6,toddles,toddled,toddle,7,8
shrivel,v,count,no_rel,76,0,76,1.886490725,0,1.886490725,0.012987013,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.157761,0,0.516032,0.157761,1.582591225,7,shrivels,shriveled,shrivel,8,9
wither,v,count,no_rel,153,0,153,2.187520721,0,2.187520721,0.006493506,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.272762,0,0.493826,0.231314,1.671526088,6,withers,withered,wither,7,8
weep,v,count,no_rel,499,0,499,2.698970004,0,2.698970004,0.002,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.169512,0.032286,0.463217,0.169502,1.636940064,4,weeps,weeped,weep,5,6
exhale,v,count,no_rel,46,0,46,1.672097858,0,1.672097858,0.021276596,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.400631,0,0.470988,0.298428,1.74872549,6,exhales,exhaled,exhale,7,8
explode,v,count,no_rel,396,0,396,2.598790507,0,2.598790507,0.002518892,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.234915,0.027145,0.437085,0.234915,1.675388697,7,explodes,exploded,explode,8,9
amuse,v,count,rel,470,0,470,2.673020907,0,2.673020907,0.002123142,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.743265,0,0.158304,0.533089,1.987178222,5,amuses,amused,amuse,6,7
flog,v,count,rel,41,0,41,1.62324929,0,1.62324929,0.023809524,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.739136,0,0.182061,0.559771,1.649663109,4,flogs,floged,flog,5,6
inspect,v,count,rel,374,0,374,2.574031268,0,2.574031268,0.002666667,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.695065,0,0.222582,0.455833,1.856226905,7,inspects,inspected,inspect,8,9
enhance,v,count,rel,250,0,250,2.399673721,0,2.399673721,0.003984064,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],obscure,0.705316,0,0.198241,0.557434,1.701104065,7,enhances,enhanced,enhance,8,9
impede,v,count,rel,80,0,80,1.908485019,0,1.908485019,0.012345679,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,1,0,0,0.594934,1.278779758,6,impedes,impeded,impede,7,8
embarrass,v,count,rel,461,0,461,2.664641976,0,2.664641976,0.002164502,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,0.861493,0,0.043465,0.626111,1.72260282,9,embarrasses,embarrassed,embarrass,10,11
avoid,v,count,rel,2057,0,2057,3.31344537,0,3.31344537,0.000485909,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.58,0,0.14,0.442588,2.364333774,5,avoids,avoided,avoid,6,7
molest,v,count,rel,28,0,28,1.462397998,0,1.462397998,0.034482759,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1,['verb'],monomorphemic,1,0,0,0.70053,0.880642066,6,molests,molested,molest,7,8
persecute,v,count,rel,63,0,63,1.806179974,0,1.806179974,0.015625,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.742105,0,0.131579,0.536842,1.71273185,9,persecutes,persecuted,persecute,10,11
confuse,v,count,rel,370,0,370,2.56937391,0,2.56937391,0.002695418,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,['verb'],may_include_a_root,0.831007,0,0.08455,0.57033,1.858979167,7,confuses,confused,confuse,8,9
