,target,Categories,Nfreq,Vfreq,freq,NVratio,Ncount,Nmass,Vditrans,Vtrans,Vintrans,Nmorph,MorphStatus,rel_type
16834,demist,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
16835,disgorge,['verb'],0,20,20,0.047619047619,False,False,False,True,True,1,complex,rel
16847,eject,['verb'],0,60,60,0.016393442623,False,False,False,True,False,0,obscure,rel
16869,wreak,['verb'],0,24,24,0.04,False,False,False,True,False,1,monomorphemic,rel
16881,compute,['verb'],0,118,118,0.00840336134454,False,False,False,True,True,0,may_include_a_root,rel
16897,preach,['verb'],0,232,232,0.00429184549356,False,False,True,True,True,1,monomorphemic,rel
16910,unearth,['verb'],0,46,46,0.0212765957447,False,False,False,True,False,1,complex,rel
16930,bemoan,['verb'],0,15,15,0.0625,False,False,False,True,False,1,complex,rel
16936,thank,['verb'],0,2063,2063,0.000484496124031,False,False,False,True,False,1,monomorphemic,rel
16943,propagandize,['verb'],0,10,10,0.0909090909091,False,False,False,True,True,1,complex,rel
16958,disintegrate,['verb'],0,141,141,0.00704225352113,False,False,False,True,True,1,complex,rel
16985,oversee,['verb'],0,44,44,0.0222222222222,False,False,False,True,True,1,complex,rel
16993,backcomb,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
16998,backdate,['verb'],0,5,5,0.166666666667,False,False,False,True,False,1,complex,rel
17013,absorb,['verb'],0,679,679,0.00147058823529,False,False,False,True,False,0,may_include_a_root,rel
17031,mottle,['verb'],0,15,15,0.0625,False,False,False,True,False,1,monomorphemic,rel
17099,disentangle,['verb'],0,25,25,0.0384615384615,False,False,False,True,True,1,complex,rel
17120,epitomize,['verb'],0,28,28,0.0344827586207,False,False,False,True,False,1,complex,rel
17138,rejoice,['verb'],0,105,105,0.00943396226415,False,False,False,True,True,0,may_include_a_root,rel
17209,appoint,['verb'],0,465,465,0.00214592274678,False,False,False,True,False,0,obscure,rel
17225,loll,['verb'],0,90,90,0.010989010989,False,False,False,True,True,1,monomorphemic,rel
17242,affect,['verb'],0,1323,1323,0.000755287009063,False,False,False,True,False,0,may_include_a_root,rel
17277,rekindle,['verb'],0,22,22,0.0434782608696,False,False,False,True,True,1,complex,rel
17297,interpret,['verb'],0,459,459,0.00217391304348,False,False,False,True,True,0,obscure,rel
17311,dehumanize,['verb'],0,29,29,0.0333333333333,False,False,False,True,False,1,complex,rel
17324,recommend,['verb'],0,776,776,0.001287001287,False,False,True,True,False,1,complex,rel
17328,tell,['verb'],0,19040,19040,5.25182500919e-05,False,False,True,True,True,1,monomorphemic,rel
17351,impersonate,['verb'],0,22,22,0.0434782608696,False,False,False,True,False,1,complex,rel
17354,endow,['verb'],0,112,112,0.00884955752212,False,False,False,True,False,0,obscure,rel
17376,corrugate,['verb'],0,50,50,0.0196078431373,False,False,False,True,True,0,obscure,rel
17389,summarize,['verb'],0,146,146,0.00680272108844,False,False,False,True,False,1,complex,rel
17402,ensnare,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
17427,indulge,['verb'],0,292,292,0.00341296928328,False,False,False,True,True,1,monomorphemic,rel
17474,bestow,['verb'],0,87,87,0.0113636363636,False,False,False,True,False,1,complex,rel
17477,over-emphasize,['verb'],0,9,9,0.1,False,False,False,True,False,1,complex,rel
17496,domesticate,['verb'],0,70,70,0.0140845070423,False,False,False,True,False,1,complex,rel
17508,synthesize,['verb'],0,51,51,0.0192307692308,False,False,False,True,False,1,complex,rel
17518,veer,['verb'],0,57,57,0.0172413793103,False,False,False,True,True,1,monomorphemic,rel
17533,mutate,['verb'],0,13,13,0.0714285714286,False,False,False,True,True,0,obscure,rel
17549,legalize,['verb'],0,39,39,0.025,False,False,False,True,False,1,complex,rel
17554,espouse,['verb'],0,43,43,0.0227272727273,False,False,False,True,False,0,may_include_a_root,rel
17581,scarify,['verb'],0,4,4,0.2,False,False,False,True,False,1,complex,rel
17624,integrate,['verb'],0,310,310,0.0032154340836,False,False,False,True,True,1,complex,rel
17633,meditate,['verb'],0,60,60,0.016393442623,False,False,False,True,True,0,obscure,rel
17640,braze,['verb'],0,4,4,0.2,False,False,False,True,False,1,monomorphemic,rel
17670,juxtapose,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,0,may_include_a_root,rel
17676,bemuse,['verb'],0,6,6,0.142857142857,False,False,False,True,False,1,complex,rel
17678,redeploy,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
17682,excavate,['verb'],0,80,80,0.0123456790123,False,False,False,True,False,0,obscure,rel
17689,discommode,['verb'],0,3,3,0.25,False,False,False,True,False,0,obscure,rel
17792,identify,['verb'],0,1223,1223,0.000816993464052,False,False,False,True,False,1,complex,rel
17793,colonize,['verb'],0,96,96,0.0103092783505,False,False,False,True,True,1,complex,rel
17813,rotate,['verb'],0,198,198,0.00502512562814,False,False,False,True,True,0,obscure,rel
17850,beget,['verb'],0,38,38,0.025641025641,False,False,False,True,False,1,complex,rel
17861,etiolate,['verb'],0,5,5,0.166666666667,False,False,False,True,False,0,obscure,rel
17882,motivate,['verb'],0,187,187,0.00531914893617,False,False,False,True,False,1,complex,rel
17899,unseat,['verb'],0,11,11,0.0833333333333,False,False,False,True,False,1,complex,rel
17933,delete,['verb'],0,37,37,0.0263157894737,False,False,False,True,False,0,obscure,rel
17969,derail,['verb'],0,10,10,0.0909090909091,False,False,False,True,True,1,complex,rel
17971,assume,['verb'],0,1968,1968,0.000507872016252,False,False,False,True,False,0,may_include_a_root,rel
17979,befriend,['verb'],0,38,38,0.025641025641,False,False,False,True,False,1,complex,rel
17985,invent,['verb'],0,594,594,0.00168067226891,False,False,False,True,False,0,may_include_a_root,rel
17994,misread,['verb'],0,26,26,0.037037037037,False,False,False,True,False,1,complex,rel
18034,slake,['verb'],0,12,12,0.0769230769231,False,False,False,True,True,1,monomorphemic,rel
18055,detest,['verb'],0,109,109,0.00909090909091,False,False,False,True,False,0,obscure,rel
18058,oversimplify,['verb'],0,37,37,0.0263157894737,False,False,False,True,True,1,complex,rel
18083,encode,['verb'],0,16,16,0.0588235294118,False,False,False,True,False,1,complex,rel
18119,normalize,['verb'],0,3,3,0.25,False,False,False,True,True,1,complex,rel
18148,grow,['verb'],0,6112,6112,0.000163585800752,False,False,False,True,True,1,monomorphemic,rel
18150,relinquish,['verb'],0,81,81,0.0121951219512,False,False,False,True,False,0,obscure,rel
18154,perambulate,['verb'],0,6,6,0.142857142857,False,False,False,True,True,0,obscure,rel
18157,disembowel,['verb'],0,18,18,0.0526315789474,False,False,False,True,False,1,complex,rel
18159,provide,['verb'],0,4664,4664,0.00021436227224,False,False,True,True,False,0,obscure,rel
18163,verify,['verb'],0,68,68,0.0144927536232,False,False,False,True,False,0,obscure,rel
18191,shatter,['verb'],0,350,350,0.002849002849,False,False,False,True,True,0,obscure,rel
18212,relive,['verb'],0,52,52,0.0188679245283,False,False,False,True,False,1,complex,rel
18252,disburse,['verb'],0,15,15,0.0625,False,False,False,True,True,0,obscure,rel
18279,infiltrate,['verb'],0,73,73,0.0135135135135,False,False,False,True,False,1,complex,rel
18297,tantalize,['verb'],0,40,40,0.0243902439024,False,False,False,True,False,1,complex,rel
18331,typeset,['verb'],0,4,4,0.2,False,False,False,True,False,1,complex,rel
18338,usurp,['verb'],0,49,49,0.02,False,False,False,True,False,1,monomorphemic,rel
18351,machinate,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
18427,steepen,['verb'],0,7,7,0.125,False,False,False,True,True,1,complex,rel
18429,cancel,['verb'],0,290,290,0.00343642611684,False,False,False,True,True,1,monomorphemic,rel
18440,certify,['verb'],0,32,32,0.030303030303,False,False,False,True,False,1,complex,rel
18455,bespeak,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
18468,compile,['verb'],0,98,98,0.010101010101,False,False,False,True,False,1,monomorphemic,rel
18497,munch,['verb'],0,85,85,0.0116279069767,False,False,False,True,False,1,monomorphemic,rel
18535,eviscerate,['verb'],0,5,5,0.166666666667,False,False,False,True,False,1,complex,rel
18554,terrorize,['verb'],0,50,50,0.0196078431373,False,False,False,True,False,1,complex,rel
18583,inject,['verb'],0,110,110,0.00900900900901,False,False,True,True,False,0,may_include_a_root,rel
18648,rewire,['verb'],0,4,4,0.2,False,False,False,True,False,1,complex,rel
18651,organize,['verb'],0,1118,1118,0.000893655049151,False,False,False,True,True,0,obscure,rel
18694,democratize,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,1,complex,rel
18698,revolve,['verb'],0,123,123,0.00806451612903,False,False,False,True,True,0,may_include_a_root,rel
18713,represent,['verb'],0,1829,1829,0.000546448087432,False,False,False,True,False,1,complex,rel
18767,misrepresent,['verb'],0,31,31,0.03125,False,False,False,True,False,1,complex,rel
18772,verbalize,['verb'],0,15,15,0.0625,False,False,False,True,True,1,complex,rel
18782,ingratiate,['verb'],0,16,16,0.0588235294118,False,False,False,True,False,0,obscure,rel
18802,fatten,['verb'],0,84,84,0.0117647058824,False,False,False,True,False,1,complex,rel
18808,prejudge,['verb'],0,6,6,0.142857142857,False,False,False,True,False,1,complex,rel
18822,codify,['verb'],0,19,19,0.05,False,False,False,True,False,1,complex,rel
18855,interbreed,['verb'],0,6,6,0.142857142857,False,False,False,True,True,1,complex,rel
18871,blacken,['verb'],0,91,91,0.0108695652174,False,False,False,True,True,1,complex,rel
18872,interpose,['verb'],0,21,21,0.0454545454545,False,False,False,True,True,1,complex,rel
18881,coax,['verb'],0,88,88,0.0112359550562,False,False,False,True,False,1,monomorphemic,rel
18918,detach,['verb'],0,99,99,0.01,False,False,False,True,False,0,obscure,rel
18952,avenge,['verb'],0,58,58,0.0169491525424,False,False,False,True,False,0,may_include_a_root,rel
18968,recast,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
18969,omit,['verb'],0,171,171,0.00581395348837,False,False,False,True,False,0,may_include_a_root,rel
19022,plead,['verb'],0,338,338,0.00294985250737,False,False,False,True,True,1,monomorphemic,rel
19085,prearrange,['verb'],0,20,20,0.047619047619,False,False,False,True,False,1,complex,rel
19096,inaugurate,['verb'],0,30,30,0.0322580645161,False,False,False,True,False,1,complex,rel
19122,abrade,['verb'],0,5,5,0.166666666667,False,False,False,True,True,0,may_include_a_root,rel
19159,create,['verb'],0,2870,2870,0.000348310693138,False,False,False,True,True,1,monomorphemic,rel
19175,understand,['verb'],0,5220,5220,0.000191534188853,False,False,False,True,True,0,obscure,rel
19183,bilk,['verb'],0,2,2,0.333333333333,False,False,False,True,False,1,monomorphemic,rel
19213,emphasize,['verb'],0,664,664,0.0015037593985,False,False,False,True,False,1,complex,rel
19227,rearm,['verb'],0,13,13,0.0714285714286,False,False,False,True,True,1,complex,rel
19228,halve,['verb'],0,83,83,0.0119047619048,False,False,False,True,False,1,zero_derivation,rel
19274,reconnoitre,['verb'],0,23,23,0.0416666666667,False,False,False,True,True,0,obscure,rel
19275,militarize,['verb'],0,5,5,0.166666666667,False,False,False,True,True,1,complex,rel
19293,impeach,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,0,may_include_a_root,rel
19308,invade,['verb'],0,277,277,0.00359712230216,False,False,False,True,True,0,may_include_a_root,rel
19389,excrete,['verb'],0,19,19,0.05,False,False,False,True,True,0,may_include_a_root,rel
19433,adjoin,['verb'],0,42,42,0.0232558139535,False,False,False,True,True,1,complex,rel
19453,homogenize,['verb'],0,20,20,0.047619047619,False,False,False,True,False,0,obscure,rel
19461,mobilize,['verb'],0,155,155,0.00641025641026,False,False,False,True,True,1,complex,rel
19478,overhear,['verb'],0,109,109,0.00909090909091,False,False,False,True,False,2,complex,rel
19490,intercept,['verb'],0,93,93,0.0106382978723,False,False,False,True,False,0,obscure,rel
19497,resurrect,['verb'],0,39,39,0.025,False,False,False,True,False,0,obscure,rel
19520,overbear,['verb'],0,3,3,0.25,False,False,False,True,False,1,complex,rel
19525,underplay,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
19570,nullify,['verb'],0,29,29,0.0333333333333,False,False,False,True,False,1,complex,rel
19587,ignite,['verb'],0,36,36,0.027027027027,False,False,False,True,True,1,monomorphemic,rel
19632,fondle,['verb'],0,68,68,0.0144927536232,False,False,False,True,False,1,monomorphemic,rel
19635,defend,['verb'],0,839,839,0.00119047619048,False,False,False,True,True,0,obscure,rel
19638,ret,['verb'],0,9,9,0.1,False,False,False,True,False,1,monomorphemic,rel
19662,bleed,['verb'],0,432,432,0.00230946882217,False,False,False,True,True,1,monomorphemic,rel
19671,retain,['verb'],0,706,706,0.001414427157,False,False,False,True,False,1,monomorphemic,rel
19681,betroth,['verb'],0,5,5,0.166666666667,False,False,False,True,False,1,complex,rel
19695,regurgitate,['verb'],0,11,11,0.0833333333333,False,False,False,True,False,0,obscure,rel
19738,waken,['verb'],0,42,42,0.0232558139535,False,False,False,True,True,1,complex,rel
19765,outlive,['verb'],0,35,35,0.0277777777778,False,False,False,True,False,1,complex,rel
19774,ossify,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,0,obscure,rel
19834,assure,['verb'],0,691,691,0.0014450867052,False,False,True,True,False,1,complex,rel
19846,commend,['verb'],0,78,78,0.0126582278481,False,False,False,True,False,1,monomorphemic,rel
19883,permeate,['verb'],0,53,53,0.0185185185185,False,False,False,True,True,0,obscure,rel
19893,portray,['verb'],0,157,157,0.00632911392405,False,False,False,True,False,0,may_include_a_root,rel
19913,besmirch,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
19914,retard,['verb'],0,28,28,0.0344827586207,False,False,False,True,False,0,may_include_a_root,rel
19921,publicize,['verb'],0,130,130,0.00763358778626,False,False,False,True,False,1,complex,rel
19945,ravel,['verb'],0,33,33,0.0294117647059,False,False,False,True,True,1,monomorphemic,rel
19948,miscalculate,['verb'],0,5,5,0.166666666667,False,False,False,True,True,1,complex,rel
19974,corroborate,['verb'],0,39,39,0.025,False,False,False,True,False,0,obscure,rel
20006,preen,['verb'],0,34,34,0.0285714285714,False,False,False,True,True,1,monomorphemic,rel
20076,redden,['verb'],0,43,43,0.0227272727273,False,False,False,True,True,1,complex,rel
20081,excite,['verb'],0,207,207,0.00480769230769,False,False,False,True,False,0,may_include_a_root,rel
20089,overtax,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
20104,notarize,['verb'],0,2,2,0.333333333333,False,False,False,True,False,1,complex,rel
20124,disoblige,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
20137,derogate,['verb'],0,2,2,0.333333333333,False,False,False,True,False,0,obscure,rel
20157,sculpt,['verb'],0,21,21,0.0454545454545,False,False,False,True,True,1,monomorphemic,rel
20163,enjoy,['verb'],0,2656,2656,0.000376364320662,False,False,False,True,False,0,obscure,rel
20171,persuade,['verb'],0,980,980,0.00101936799185,False,False,True,True,False,0,obscure,rel
20219,descale,['verb'],0,4,4,0.2,False,False,False,True,False,1,complex,rel
20228,breathe,['verb'],0,791,791,0.00126262626263,False,False,False,True,True,1,zero_derivation,rel
20234,masticate,['verb'],0,8,8,0.111111111111,False,False,False,True,True,0,obscure,rel
20258,loosen,['verb'],0,163,163,0.00609756097561,False,False,False,True,True,1,complex,rel
20267,collude,['verb'],0,11,11,0.0833333333333,False,False,False,True,True,0,may_include_a_root,rel
20279,mispronounce,['verb'],0,6,6,0.142857142857,False,False,False,True,False,1,complex,rel
20299,arbitrate,['verb'],0,5,5,0.166666666667,False,False,False,True,True,0,obscure,rel
20301,enter,['verb'],0,2309,2309,0.0004329004329,False,False,False,True,True,0,may_include_a_root,rel
20310,strangle,['verb'],0,206,206,0.0048309178744,False,False,False,True,False,1,monomorphemic,rel
20320,comprehend,['verb'],0,137,137,0.00724637681159,False,False,False,True,True,0,may_include_a_root,rel
20323,fade,['verb'],0,643,643,0.00155279503106,False,False,False,True,True,1,monomorphemic,rel
20329,depopulate,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
20366,underwrite,['verb'],0,25,25,0.0384615384615,False,False,False,True,False,1,complex,rel
20388,categorize,['verb'],0,36,36,0.027027027027,False,False,False,True,False,1,complex,rel
20399,bethink,['verb'],0,5,5,0.166666666667,False,False,False,True,False,1,complex,rel
20421,monopolize,['verb'],0,43,43,0.0227272727273,False,False,False,True,False,1,complex,rel
20436,regulate,['verb'],0,161,161,0.00617283950617,False,False,False,True,False,0,obscure,rel
20458,hypnotize,['verb'],0,107,107,0.00925925925926,False,False,False,True,False,1,complex,rel
20479,flog,['verb'],0,41,41,0.0238095238095,False,False,False,True,False,1,monomorphemic,rel
20481,inspire,['verb'],0,428,428,0.002331002331,False,False,True,True,False,0,may_include_a_root,rel
20485,reorganize,['verb'],0,61,61,0.0161290322581,False,False,False,True,True,1,complex,rel
20512,hospitalize,['verb'],0,42,42,0.0232558139535,False,False,False,True,False,1,complex,rel
20515,falsify,['verb'],0,38,38,0.025641025641,False,False,False,True,False,1,complex,rel
20561,improve,['verb'],0,1685,1685,0.000593119810202,False,False,False,True,True,0,may_include_a_root,rel
20564,protect,['verb'],0,1534,1534,0.000651465798046,False,False,False,True,False,1,monomorphemic,rel
20574,disengage,['verb'],0,33,33,0.0294117647059,False,False,False,True,True,1,complex,rel
20588,evince,['verb'],0,19,19,0.05,False,False,False,True,False,0,may_include_a_root,rel
20614,lessen,['verb'],0,141,141,0.00704225352113,False,False,False,True,True,1,complex,rel
20624,disjoint,['verb'],0,5,5,0.166666666667,False,False,False,True,False,1,complex,rel
20671,modulate,['verb'],0,31,31,0.03125,False,False,False,True,False,0,obscure,rel
20693,befit,['verb'],0,35,35,0.0277777777778,False,False,False,True,False,1,complex,rel
20723,establish,['verb'],0,2227,2227,0.000448833034111,False,False,False,True,False,0,may_include_a_root,rel
20767,accommodate,['verb'],0,263,263,0.00378787878788,False,False,False,True,False,0,obscure,rel
20796,hear,['verb'],0,9053,9053,0.000110448420588,False,False,False,True,True,1,monomorphemic,rel
20801,humiliate,['verb'],0,199,199,0.005,False,False,False,True,False,0,obscure,rel
20812,adore,['verb'],0,218,218,0.00456621004566,False,False,False,True,False,1,monomorphemic,rel
20817,adorn,['verb'],0,75,75,0.0131578947368,False,False,False,True,False,1,monomorphemic,rel
20831,retouch,['verb'],0,12,12,0.0769230769231,False,False,False,True,False,1,complex,rel
20836,glamorize,['verb'],0,9,9,0.1,False,False,False,True,False,1,complex,rel
20841,reconsider,['verb'],0,72,72,0.013698630137,False,False,False,True,True,1,complex,rel
20862,withhold,['verb'],0,121,121,0.00819672131148,False,False,False,True,False,1,complex,rel
20869,dispirit,['verb'],0,26,26,0.037037037037,False,False,False,True,False,1,complex,rel
20880,recharge,['verb'],0,18,18,0.0526315789474,False,False,False,True,False,1,complex,rel
20890,sing,['verb'],0,1407,1407,0.000710227272727,False,False,True,True,True,1,monomorphemic,rel
20910,flyblow,['verb'],0,2,2,0.333333333333,False,False,False,True,False,1,complex,rel
20923,bake,['verb'],0,423,423,0.00235849056604,False,False,False,True,True,1,monomorphemic,rel
20972,concoct,['verb'],0,46,46,0.0212765957447,False,False,False,True,False,1,monomorphemic,rel
20997,befuddle,['verb'],0,14,14,0.0666666666667,False,False,False,True,False,1,complex,rel
21002,outsell,['verb'],0,11,11,0.0833333333333,False,False,False,True,False,1,complex,rel
21076,rescind,['verb'],0,20,20,0.047619047619,False,False,False,True,False,0,may_include_a_root,rel
21128,impose,['verb'],0,790,790,0.00126422250316,False,False,False,True,True,0,may_include_a_root,rel
21135,brutalize,['verb'],0,14,14,0.0666666666667,False,False,False,True,False,1,complex,rel
21143,feign,['verb'],0,68,68,0.0144927536232,False,False,False,True,False,1,monomorphemic,rel
21188,require,['verb'],0,3391,3391,0.000294811320755,False,False,False,True,False,0,may_include_a_root,rel
21252,crimp,['verb'],0,18,18,0.0526315789474,False,False,False,True,False,1,monomorphemic,rel
21275,westernize,['verb'],0,33,33,0.0294117647059,False,False,False,True,False,1,complex,rel
21347,amend,['verb'],0,83,83,0.0119047619048,False,False,False,True,True,0,obscure,rel
21382,applaud,['verb'],0,163,163,0.00609756097561,False,False,False,True,True,1,monomorphemic,rel
21418,cloy,['verb'],0,27,27,0.0357142857143,False,False,False,True,True,1,monomorphemic,rel
21474,communicate,['verb'],0,427,427,0.00233644859813,False,False,False,True,True,0,obscure,rel
21484,concuss,['verb'],0,6,6,0.142857142857,False,False,False,True,False,1,monomorphemic,rel
21508,undervalue,['verb'],0,23,23,0.0416666666667,False,False,False,True,False,1,complex,rel
21516,abrogate,['verb'],0,12,12,0.0769230769231,False,False,False,True,False,0,obscure,rel
21527,condone,['verb'],0,68,68,0.0144927536232,False,False,False,True,False,1,monomorphemic,rel
21529,vulgarize,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
21545,faze,['verb'],0,6,6,0.142857142857,False,False,False,True,False,1,monomorphemic,rel
21590,invest,['verb'],0,525,525,0.00190114068441,False,False,False,True,True,0,may_include_a_root,rel
21608,follow,['verb'],0,5305,5305,0.000188465887674,False,False,False,True,True,1,monomorphemic,rel
21611,assuage,['verb'],0,44,44,0.0222222222222,False,False,False,True,False,1,monomorphemic,rel
21627,induce,['verb'],0,282,282,0.00353356890459,False,False,False,True,True,0,may_include_a_root,rel
21676,transfigure,['verb'],0,24,24,0.04,False,False,False,True,False,1,complex,rel
21681,misinterpret,['verb'],0,34,34,0.0285714285714,False,False,False,True,False,1,complex,rel
21692,supplicate,['verb'],0,3,3,0.25,False,False,False,True,True,0,obscure,rel
21727,urbanize,['verb'],0,20,20,0.047619047619,False,False,False,True,False,1,complex,rel
21748,coerce,['verb'],0,30,30,0.0322580645161,False,False,False,True,False,0,may_include_a_root,rel
21751,cultivate,['verb'],0,251,251,0.00396825396825,False,False,False,True,False,0,obscure,rel
21760,emulate,['verb'],0,78,78,0.0126582278481,False,False,False,True,False,0,obscure,rel
21765,disable,['verb'],0,20,20,0.047619047619,False,False,False,True,False,1,complex,rel
21768,capitalize,['verb'],0,60,60,0.016393442623,False,False,False,True,True,2,complex,rel
21785,unite,['verb'],0,150,150,0.00662251655629,False,False,False,True,True,0,obscure,rel
21804,alter,['verb'],0,705,705,0.0014164305949,False,False,False,True,True,1,monomorphemic,rel
21812,belittle,['verb'],0,47,47,0.0208333333333,False,False,False,True,False,1,complex,rel
21829,formulate,['verb'],0,233,233,0.0042735042735,False,False,False,True,False,1,complex,rel
21831,recapitulate,['verb'],0,11,11,0.0833333333333,False,False,False,True,True,1,complex,rel
21853,disinfect,['verb'],0,15,15,0.0625,False,False,False,True,False,1,complex,rel
21857,generate,['verb'],0,662,662,0.00150829562594,False,False,False,True,False,0,obscure,rel
21919,strengthen,['verb'],0,511,511,0.001953125,False,False,False,True,True,1,complex,rel
21941,reckon,['verb'],0,394,394,0.00253164556962,False,False,False,True,False,1,monomorphemic,rel
21975,aggravate,['verb'],0,77,77,0.0128205128205,False,False,False,True,False,1,complex,rel
21987,oscillate,['verb'],0,36,36,0.027027027027,False,False,False,True,True,0,obscure,rel
22017,signify,['verb'],0,164,164,0.00606060606061,False,False,False,True,True,1,complex,rel
22037,succeed,['verb'],0,1187,1187,0.000841750841751,False,False,False,True,True,1,monomorphemic,rel
22071,dub,['verb'],0,58,58,0.0169491525424,False,False,False,True,False,1,monomorphemic,rel
22097,corrode,['verb'],0,30,30,0.0322580645161,False,False,False,True,True,0,may_include_a_root,rel
22132,riffle,['verb'],0,20,20,0.047619047619,False,False,False,True,True,1,monomorphemic,rel
22158,vindicate,['verb'],0,29,29,0.0333333333333,False,False,False,True,False,0,obscure,rel
22180,embroil,['verb'],0,28,28,0.0344827586207,False,False,False,True,False,1,complex,rel
22193,debrief,['verb'],0,3,3,0.25,False,False,False,True,False,1,complex,rel
22259,mystify,['verb'],0,53,53,0.0185185185185,False,False,False,True,False,1,complex,rel
22279,suffuse,['verb'],0,26,26,0.037037037037,False,False,False,True,False,0,may_include_a_root,rel
22283,disenchant,['verb'],0,16,16,0.0588235294118,False,False,False,True,False,1,complex,rel
22345,redistribute,['verb'],0,52,52,0.0188679245283,False,False,False,True,False,1,complex,rel
22406,redo,['verb'],0,12,12,0.0769230769231,False,False,False,True,False,1,complex,rel
22440,augment,['verb'],0,67,67,0.0147058823529,False,False,False,True,True,0,obscure,rel
22462,memorize,['verb'],0,63,63,0.015625,False,False,False,True,False,1,complex,rel
22486,cheapen,['verb'],0,16,16,0.0588235294118,False,False,False,True,True,1,complex,rel
22535,deteriorate,['verb'],0,131,131,0.00757575757576,False,False,False,True,True,0,obscure,rel
22566,overtake,['verb'],0,156,156,0.00636942675159,False,False,False,True,True,1,complex,rel
22620,stipple,['verb'],0,9,9,0.1,False,False,False,True,True,1,monomorphemic,rel
22645,deprave,['verb'],0,41,41,0.0238095238095,False,False,False,True,False,0,obscure,rel
22657,discourage,['verb'],0,308,308,0.00323624595469,False,False,False,True,False,1,complex,rel
22694,prosecute,['verb'],0,172,172,0.00578034682081,False,False,False,True,True,0,may_include_a_root,rel
22718,expel,['verb'],0,193,193,0.00515463917526,False,False,False,True,False,0,may_include_a_root,rel
22720,expunge,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,0,may_include_a_root,rel
22725,retool,['verb'],0,10,10,0.0909090909091,False,False,False,True,False,1,complex,rel
22754,dement,['verb'],0,5,5,0.166666666667,False,False,False,True,True,0,may_include_a_root,rel
22758,subscribe,['verb'],0,96,96,0.0103092783505,False,False,False,True,True,0,obscure,rel
22761,coddle,['verb'],0,18,18,0.0526315789474,False,False,False,True,False,1,monomorphemic,rel
22790,align,['verb'],0,44,44,0.0222222222222,False,False,False,True,True,0,obscure,rel
22829,perpetrate,['verb'],0,38,38,0.025641025641,False,False,False,True,False,0,obscure,rel
22855,enact,['verb'],0,89,89,0.0111111111111,False,False,False,True,False,1,complex,rel
22864,presume,['verb'],0,205,205,0.00485436893204,False,False,False,True,True,0,obscure,rel
22935,outdate,['verb'],0,1,1,0.5,False,False,False,True,False,1,complex,rel
22936,negate,['verb'],0,35,35,0.0277777777778,False,False,False,True,False,0,obscure,rel
22946,solidify,['verb'],0,39,39,0.025,False,False,False,True,True,1,complex,rel
22970,demonstrate,['verb'],0,821,821,0.00121654501217,False,False,False,True,True,0,obscure,rel
22982,immobilize,['verb'],0,34,34,0.0285714285714,False,False,False,True,False,2,complex,rel
23030,outwit,['verb'],0,44,44,0.0222222222222,False,False,False,True,False,1,complex,rel
23039,befoul,['verb'],0,9,9,0.1,False,False,False,True,False,1,complex,rel
23045,disturb,['verb'],0,779,779,0.00128205128205,False,False,False,True,False,0,obscure,rel
23082,freeze-dry,['verb'],0,6,6,0.142857142857,False,False,False,True,False,1,complex,rel
23090,deodorize,['verb'],0,7,7,0.125,False,False,False,True,False,1,complex,rel
23127,pursue,['verb'],0,786,786,0.0012706480305,False,False,False,True,False,1,monomorphemic,rel
23131,shelve,['verb'],0,76,76,0.012987012987,False,False,False,True,True,1,zero_derivation,rel
23132,exhale,['verb'],0,46,46,0.0212765957447,False,False,False,True,True,0,may_include_a_root,rel
23136,scavenge,['verb'],0,35,35,0.0277777777778,False,False,False,True,True,0,may_include_a_root,rel
23199,interrupt,['verb'],0,491,491,0.0020325203252,False,False,False,True,True,0,obscure,rel
23218,exhume,['verb'],0,14,14,0.0666666666667,False,False,False,True,False,0,may_include_a_root,rel
23250,symbolize,['verb'],0,148,148,0.00671140939597,False,False,False,True,False,1,complex,rel
23257,procreate,['verb'],0,9,9,0.1,False,False,False,True,True,1,complex,rel
23287,supersede,['verb'],0,60,60,0.016393442623,False,False,False,True,False,0,obscure,rel
23340,subsidize,['verb'],0,212,212,0.00469483568075,False,False,False,True,False,1,complex,rel
23341,recant,['verb'],0,14,14,0.0666666666667,False,False,False,True,True,0,obscure,rel
